iso3,crop_reduction_year10
AFG,-1.34449297269409
ALB,-49.857987801796014
DZA,-29.315216576859747
AGO,-43.55672712530671
ARG,-7.5496614425946404
ARM,-12.818116373796201
AUS,-13.62544479639865
AZE,-1.00655615376249
BHR,-100.0
BGD,4.95839945598543
BRB,-100.0
BLR,-85.57729472144148
BEN,-4.87801887377125
BTN,-77.97019505730876
BOL,-34.96664354069132
BIH,-83.61129853051295
BWA,-9.85772105402214
BRA,-20.96014460508108
BRN,-100.0
BFA,0.46167977827961004
MMR,-41.87032384856721
BDI,-58.90676290921578
CPV,-100.0
KHM,6.7138734762141
CMR,0.20440033371222
CAN,-49.03867406314913
CAF,-12.36923141863404
TCD,24.33202834113047
CHL,23.10208643429873
CHN,-33.96468446777395
COL,-10.76921485208297
COD,-31.35257795673662
COG,-18.96814374973782
CRI,-30.08211088636812
CIV,-19.52160206342957
CUB,13.96018302597079
DJI,-30.42079544560035
DOM,6.14302154539943
ECU,-21.37250619161418
EGY,-3.1675199881560605
SLV,45.42482927743924
ERI,8.05308811509213
SWT,-21.8913442259734
ETH,-15.97886241272786
FJI,-100.0
GAB,-15.82357352159532
GMB,-47.02284098411358
GEO,-20.42471064190989
GHA,-6.26276371734191
GTM,34.10004451524251
GIN,-6.7334224263036395
GNB,24.029236340992572
GUY,67.02267640785922
HTI,110.72276172869702
HND,19.96143676987766
IND,12.736364102698449
IDN,-12.20450807696546
IRN,-3.04913361797223
IRQ,-5.59768694361459
ISR,-0.05262586882192
JAM,67.8974678284241
JPN,-13.308631825461688
JOR,-14.57466072674415
KAZ,-12.83874710979508
KEN,62.24222150315739
KOR,-9.236902783313731
PRK,-66.00303974965853
KWT,-18.62765364399543
KGZ,-17.678082670910868
LAO,-15.21425887568453
LBN,-8.29059621603579
LSO,-18.7788727970279
LBR,-16.396798580993423
LBY,-22.6662667864446
MDG,-20.040463652519968
MWI,-19.5412149115221
MYS,3.3854738431218596
MLI,-14.03781674722234
MRT,-9.21110589737857
MUS,-100.0
MEX,-8.84002868928907
MDA,-50.61051684223117
MNG,-33.326214323883406
MAR,-33.70268508445315
MOZ,-4.83248904352334
NAM,-46.96610413380566
NPL,-32.93004105541595
NZL,-9.433544523537831
NIC,-8.40606168179146
NER,12.82747328249144
NGA,-2.63668721386263
MKD,-50.60779576568524
NOR,-61.574293469222155
OMN,-39.01203889690262
PAK,-4.32996617197016
PAN,-32.16546386757247
PNG,-100.0
PRY,-31.45906337250759
PER,-33.169833738680296
PHL,-4.2619935857770495
QAT,-99.99999999999987
RUS,-43.928006857980165
RWA,-58.97405504273674
SAU,7.67095257720513
SEN,-0.30443817829248
SRB,-74.61962504543338
SLE,-17.362451352780102
SGP,1.35815862053751
SOM,155.95295553031735
ZAF,-21.11622368534891
SSD,-10.71161639328187
LKA,1.6788008685036
SDN,54.958623332329935
SUR,-33.76707464218598
CHE,-17.55582735217005
SYR,-14.76479539586495
TWN,-33.96468446777395
TJK,4.847436039109009
TZA,-36.233262794558854
THA,24.52630254769413
TGO,-4.85061667752381
TTO,-100.0
TUN,-34.1008082689252
TUR,-29.67047566054196
TKM,-5.13143175302259
UGA,7.493871620099581
UKR,-45.57439584558042
ARE,-62.038235634475704
USA,-25.666690757208784
URY,11.63611576248764
UZB,-6.17925567836474
VEN,24.04447379143014
VNM,-21.99906180179447
YEM,35.22564820090201
ZMB,-28.41854049385894
ZWE,4.72431144592817
AUT,-24.19784250470897
BEL,-59.290608069216475
BGR,-51.40680348617992
HRV,-58.980392695753906
CYP,-22.7953569004309
CZE,-44.521032586960814
DNK,-91.29375665478372
EST,-31.68927551111429
FIN,-46.09391040659945
FRA,-45.89519466244766
DEU,-49.85181947175178
GRC,-29.90699696614364
HUN,-43.862279274915835
IRL,-4.07925147392858
ITA,-28.338561727141283
LVA,-86.2607394890271
LTU,-95.94727489300729
LUX,-51.735768140418756
MLT,-100.0
NLD,-64.4987490542778
POL,-76.33458202323699
PRT,4.71391347713888
ROU,-77.05792606784695
SVK,-53.29225637122747
SVN,-30.37603336036096
ESP,-13.351588842093129
SWE,-64.3648815168365
GBR,-33.21820150427039
