iso3,crop_reduction_year7
AFG,-23.49289047358877
ALB,-36.89891107045496
DZA,154.41385127685203
AGO,-84.0827922480726
ARG,-68.64361043931842
ARM,-24.12241215666914
AUS,-27.064756989740108
AZE,-24.77360681068403
BHR,-100.0
BGD,-81.48545463621271
BRB,-100.0
BLR,-81.88331514739247
BEN,-47.1013664328092
BTN,-97.76061117799712
BOL,-76.21214218494633
BIH,-56.48579113800742
BWA,-58.55419020192395
BRA,-71.17007104668156
BRN,-100.0
BFA,-21.07689388893213
MMR,-93.9660737140772
BDI,-58.66699384654838
CPV,-100.0
KHM,-44.798277053431526
CMR,-64.96156622604073
CAN,-81.8934966404037
CAF,-71.7449360045596
TCD,-38.8083337813656
CHL,-40.57483051932072
CHN,-89.91230672714876
COL,-72.35211795197459
COD,-80.05254038338049
COG,-72.4307087499765
CRI,319.8788956586231
CIV,-69.28955066777735
CUB,-30.44797410519874
DJI,-59.04341187067562
DOM,-14.23549182528945
ECU,-72.57244241729221
EGY,-16.69078690113157
SLV,6.42970608451984
ERI,-24.82205924240414
SWT,-54.318086338813885
ETH,-71.60790937873946
FJI,-100.0
GAB,-69.01816123804025
GMB,-36.86775387473889
GEO,-54.948029805461154
GHA,-38.31931047681831
GTM,-43.51955541714206
GIN,-40.99291564688508
GNB,-23.661407725944088
GUY,5.70004422840803
HTI,320.61361382755865
HND,-24.71310250083707
IND,-50.75385763800265
IDN,-52.585137221276426
IRN,-32.67741404743684
IRQ,-29.08935665098204
ISR,2.95176446629649
JAM,208.641332289731
JPN,-98.0423948599794
JOR,-6.73294424755087
KAZ,-59.85841274131401
KEN,-73.67891494808451
KOR,-99.7112763647823
PRK,-99.98462879080479
KWT,-40.76471248497841
KGZ,-45.56777064037737
LAO,-76.66950487768648
LBN,-11.81753060266718
LSO,-87.45422097029288
LBR,-58.61903668384446
LBY,31.806430516753597
MDG,-69.36176959634737
MWI,-73.13627423970253
MYS,-51.57493133987639
MLI,-16.79998209141436
MRT,-39.97320734550013
MUS,-100.0
MEX,-72.77182438293718
MDA,-71.06491545815382
MNG,-93.14472237803419
MAR,68.2466062382994
MOZ,-52.65201956994142
NAM,-77.87682280748946
NPL,-71.61734688871441
NZL,-50.334593804237905
NIC,-40.22884549150757
NER,-42.813983242783586
NGA,-50.29029189632137
MKD,-21.13589600696107
NOR,-100.0
OMN,152.51740280534784
PAK,-28.044345013485227
PAN,339.21094442004284
PNG,-100.0
PRY,-65.11907006504157
PER,-74.16461823533166
PHL,-51.43407943315375
QAT,-99.99999999999987
RUS,-91.80211836158102
RWA,-63.41490375620534
SAU,38.85227198346697
SEN,-12.877099957337931
SRB,-68.71975726194077
SLE,-59.396992413188464
SGP,-40.97407433968641
SOM,35.82817116888556
ZAF,-75.10711046949378
SSD,-67.0403668128971
LKA,-14.172682728771541
SDN,-5.09642857522424
SUR,24.70234560362026
CHE,-62.67733335889275
SYR,-28.18145076693878
TWN,-89.91230672714876
TJK,-31.25569616628605
TZA,-80.17552061800387
THA,-65.89748702661741
TGO,-40.25954096503368
TTO,-100.0
TUN,2.3857306110184098
TUR,-40.67050994968385
TKM,-39.98822259502826
UGA,-66.08464685385692
UKR,-64.19655290871391
ARE,-64.01686786751185
USA,-89.1439677643859
URY,-61.38394072191179
UZB,-29.22751424609921
VEN,-29.71566737969498
VNM,-73.90232501185908
YEM,-0.06866530550499
ZMB,-76.24262629545815
ZWE,-50.538172108841636
AUT,-73.19313757954339
BEL,-72.02250972121371
BGR,-55.06908494495711
HRV,-52.93264486780963
CYP,-10.5964600358403
CZE,-65.83892510426983
DNK,-96.3829553816068
EST,-100.0
FIN,-100.0
FRA,-50.879533670070764
DEU,-72.38469119994342
GRC,-39.00955577320208
HUN,-62.2830411576461
IRL,-42.677908759792196
ITA,-45.58864431472413
LVA,-100.0
LTU,-93.4024860391122
LUX,-66.55917138097118
MLT,-100.0
NLD,-80.25019480088804
POL,-55.44846504120585
PRT,-33.78105125018795
ROU,-71.54990570581003
SVK,-53.882818987099256
SVN,-63.01653841872075
ESP,28.54354796275469
SWE,-99.93120127780624
GBR,-61.0744936047983
