iso3,crop_reduction_year3
AFG,-100.0
ALB,-95.37786817349811
DZA,12.01245884811172
AGO,-96.49142875786151
ARG,-82.9491950782333
ARM,-100.0
AUS,-2.58379837730016
AZE,-100.0
BHR,-100.0
BGD,-89.10920797723544
BRB,-100.0
BLR,-100.0
BEN,-76.14969631170541
BTN,-99.29748205574386
BOL,-94.2948479456764
BIH,-99.67652943650772
BWA,-98.67108504365495
BRA,-86.59908877081438
BRN,-100.0
BFA,-79.02911624047842
MMR,-99.92156271503008
BDI,-68.93728395200189
CPV,-100.0
KHM,-99.5086826232528
CMR,-93.35183581846115
CAN,-100.0
CAF,-93.44884290390992
TCD,-75.7783545207957
CHL,-58.08855705615809
CHN,-99.70414336333869
COL,-93.44525668111874
COD,-96.551563775879
COG,-92.31436394063192
CRI,111.70028655980609
CIV,-93.18415685361387
CUB,-84.93417575421363
DJI,-77.16251046788541
DOM,-59.91998412159173
ECU,-96.62666325303265
EGY,-74.48702851369697
SLV,-85.94017865176363
ERI,-58.366860849343574
SWT,-69.68728381854305
ETH,-88.0064085873057
FJI,-100.0
GAB,-90.33026572495386
GMB,162.77324712940614
GEO,-100.0
GHA,-77.9814172482776
GTM,-82.68657848062526
GIN,-89.70958555661224
GNB,-39.00823376765363
GUY,-74.83852368008834
HTI,58.38795775608274
HND,-91.15636927266594
IND,-72.59820592412984
IDN,-74.31507940351021
IRN,-97.25241039754307
IRQ,-68.1487087997024
ISR,-81.43672052194103
JAM,16.36293177
JPN,-99.94976296087223
JOR,-90.69577719591204
KAZ,-100.0
KEN,-89.44955558502326
KOR,-100.0
PRK,-100.0
KWT,-61.220269259162094
KGZ,-100.0
LAO,-99.45940577486166
LBN,-74.7521332646351
LSO,-94.62470496723311
LBR,-92.49289402578084
LBY,66.8
MDG,-94.15918561926159
MWI,-96.50870860465383
MYS,-85.35967027561576
MLI,-81.7439109556864
MRT,-48.31433523425514
MUS,-100.0
MEX,-96.1420466212182
MDA,-100.0
MNG,-100.0
MAR,-48.01663787538986
MOZ,-82.34420936971212
NAM,-98.85961995361366
NPL,-96.98758720262713
NZL,-73.76756206996518
NIC,-93.87189048922669
NER,-90.88109615944714
NGA,-86.81552082177079
MKD,-100.0
NOR,-100.0
OMN,936.2755193758617
PAK,-72.54982090894929
PAN,169.21011264727116
PNG,-100.0
PRY,-87.50781053284199
PER,-95.51050508019118
PHL,-83.64682550224155
QAT,-100.0
RUS,-100.0
RWA,-64.07188748983432
SAU,22.280695089354598
SEN,-46.74904882591613
SRB,-100.0
SLE,-92.4611325102623
SGP,-80.38932042322823
SOM,21.13550360056172
ZAF,-92.61556049113901
SSD,-98.03240291433121
LKA,-67.78433933165853
SDN,-82.52974799853374
SUR,-6.35471460276476
CHE,-100.0
SYR,-89.69175062296247
TWN,-99.70414336333869
TJK,-100.0
TZA,-93.52475065518713
THA,-99.73205199904383
TGO,-64.66853588549459
TTO,-100.0
TUN,16.6
TUR,-96.19892198548659
TKM,-100.0
UGA,-88.96876153121862
UKR,-100.0
ARE,-100.0
USA,-99.58438527957608
URY,-62.55769369664531
UZB,-100.0
VEN,-77.25919236941964
VNM,-94.61549764128094
YEM,-66.77319884248786
ZMB,-98.20508218910454
ZWE,-93.95445587178948
AUT,-100.0
BEL,-100.0
BGR,-100.0
HRV,-99.68427255372572
CYP,-6.79
CZE,-100.0
DNK,-100.0
EST,-100.0
FIN,-100.0
FRA,-99.56338987180045
DEU,-100.0
GRC,-84.88119525143675
HUN,-100.0
IRL,-100.0
ITA,-91.52150538026936
LVA,-100.0
LTU,-100.0
LUX,-100.0
MLT,-100.0
NLD,-100.0
POL,-100.0
PRT,-85.00484951395863
ROU,-100.0
SVK,-100.0
SVN,-100.0
ESP,-84.90716345196518
SWE,-100.0
GBR,-100.0
