iso3,crop_reduction_year9
AFG,-12.69536462720453
ALB,-11.106640024772151
DZA,-7.55791958958725
AGO,-53.71888165068853
ARG,-34.10866491645519
ARM,-20.118658816173753
AUS,3.73827566201016
AZE,-14.5924957950283
BHR,-100.0
BGD,-12.95237761670146
BRB,-100.0
BLR,-51.554956677856666
BEN,-21.84064599107001
BTN,-89.37749795406056
BOL,-54.66840593152923
BIH,-43.58736247710152
BWA,-18.913034826476462
BRA,-40.90541386621745
BRN,-100.0
BFA,2.24736700959369
MMR,-64.41620122283554
BDI,-62.06287636331861
CPV,-100.0
KHM,56.01012357596586
CMR,-31.41161344033866
CAN,-76.40771866366148
CAF,-40.75232871362263
TCD,4.93236647369206
CHL,-9.79367273772311
CHN,-61.2520154943911
COL,-35.3852488207961
COD,-48.827885795537426
COG,-41.53010091935031
CRI,106.36568000613529
CIV,-44.32839703863915
CUB,16.89058892746657
DJI,-65.94093722731441
DOM,-6.25837017822966
ECU,-35.79764406986854
EGY,-3.47694225146458
SLV,49.6856091645503
ERI,1.59684627554018
SWT,-33.02870465184197
ETH,-50.474351282832686
FJI,-100.0
GAB,-39.03970751931353
GMB,-38.50408985050492
GEO,-39.73314428502854
GHA,-9.50086333816572
GTM,31.08451948530106
GIN,-19.48569064906186
GNB,35.949361930099585
GUY,51.728693568370744
HTI,168.54241274993012
HND,38.43113178798802
IND,7.267148006594761
IDN,-20.489516497475112
IRN,-13.93448366027528
IRQ,-17.964804940231698
ISR,7.41499161884073
JAM,192.267372117337
JPN,-92.77166959719172
JOR,5.33629379808411
KAZ,-24.9514359181515
KEN,-27.4506983254802
KOR,-72.95615351620536
PRK,-96.25108755715979
KWT,7.00656849869471
KGZ,-24.18931164635514
LAO,-35.86592330392881
LBN,-4.5162646795590495
LSO,-50.376730891228995
LBR,-30.51372268414676
LBY,-34.5500331274634
MDG,-48.9592498805752
MWI,-33.35343622096834
MYS,-3.16629126007648
MLI,0.8096824674943701
MRT,-17.233520794736577
MUS,-100.0
MEX,-24.03777731559374
MDA,-34.0440893957582
MNG,17.92419752769422
MAR,-42.12017749510561
MOZ,-22.53259263066936
NAM,-39.56960238585216
NPL,-40.04060696637828
NZL,-15.75120300820097
NIC,-3.23072985247142
NER,12.229032459692341
NGA,-20.42874644234124
MKD,-34.20219242902719
NOR,-89.22428895694351
OMN,39.77529198751156
PAK,-13.25655381601018
PAN,95.84818626142116
PNG,-100.0
PRY,-47.15960464502581
PER,-45.06285349394505
PHL,-38.05618204437841
QAT,-99.99999999999987
RUS,-53.4094087264386
RWA,-70.80867050971032
SAU,8.84045156883581
SEN,17.007848367883398
SRB,-36.35350746460235
SLE,-37.85543981859961
SGP,-1.6050025679031399
SOM,52.86997508699397
ZAF,-40.791627357970974
SSD,-31.93702042312404
LKA,22.27791691592476
SDN,61.06559113063469
SUR,83.56262572061787
CHE,-37.97769607953698
SYR,-21.49171261626902
TWN,-61.2520154943911
TJK,-14.11767986016812
TZA,-55.07972466109716
THA,9.40471058027428
TGO,-25.27103656131534
TTO,-100.0
TUN,-36.97494986222079
TUR,-36.31100534917355
TKM,-18.336723718533392
UGA,-35.05884470698094
UKR,-38.34398999796434
ARE,49.83734559636252
USA,-44.6422024900005
URY,-22.21497436899193
UZB,-15.62399592782808
VEN,14.147971559429958
VNM,-30.927809429497838
YEM,20.75799463163929
ZMB,-39.52328152519089
ZWE,-13.864254146658869
AUT,-53.1044073641951
BEL,-66.01304076357246
BGR,-37.42290314227519
HRV,-42.8277829150567
CYP,-12.0637335043216
CZE,-48.3917137803937
DNK,-48.79648071103403
EST,-61.991508317811196
FIN,-94.13794154520883
FRA,-56.32803215754838
DEU,-60.983520790255994
GRC,-25.041666083586613
HUN,-44.96049472864271
IRL,-40.7577078728475
ITA,-33.96759834181593
LVA,-64.4368287784983
LTU,-64.20096927809247
LUX,-69.31167114190534
MLT,-100.0
NLD,-68.82763186672675
POL,-61.215174827172724
PRT,-0.08749561672052
ROU,-33.66415349092932
SVK,-51.8387253764945
SVN,-49.4001434667262
ESP,-26.123230197665283
SWE,-74.12949893005424
GBR,-57.8888324536527
