iso3,country,crop_kcals,crop_fat,crop_protein,crop_kcals_year_1,crop_fat_year_1,crop_protein_year_1,crop_kcals_year_2,crop_fat_year_2,crop_protein_year_2,crop_kcals_year_3,crop_fat_year_3,crop_protein_year_3,crop_kcals_year_4,crop_fat_year_4,crop_protein_year_4,crop_kcals_year_5,crop_fat_year_5,crop_protein_year_5,crop_kcals_year_6,crop_fat_year_6,crop_protein_year_6,crop_kcals_year_7,crop_fat_year_7,crop_protein_year_7,crop_kcals_year_8,crop_fat_year_8,crop_protein_year_8,crop_kcals_year_9,crop_fat_year_9,crop_protein_year_9,crop_kcals_year_10,crop_fat_year_10,crop_protein_year_10
KOR,South Korea,23443187.62566052,2387753.812118067,2537048.184747918,14567835.250762794,1314987.4593725826,1419235.4214671855,8975070.77201414,724221.8376275712,843397.9089317839,8119202.532736953,620317.3213482724,740065.8777672738,7867105.222858653,614323.0053700076,719208.8429030181,8206805.054169178,675053.3448497342,734385.2369635403,9153862.977515062,817284.5551743067,822435.8087105928,11250950.528113984,1001350.433499909,1008487.7090846964,13551773.107137844,1330608.2083352075,1281883.0092520143,17272667.187096283,1688116.3005183646,1730268.6240981123,19442503.87497834,1963469.5799558996,2021731.8510415528
KWT,Kuwait,1431580.4483488477,131913.10406079664,160672.327315874,997367.1624780736,57305.74218175086,122514.6083824064,633444.1847584177,32647.25648951307,78275.81490151433,605502.7935497971,29569.2950026433,75546.53461848013,537155.4963105482,36260.412580540906,61983.5415611912,518337.22391230497,39942.33399728631,57944.86393916014,588587.7065885917,48796.07581147794,64954.17169080059,686624.1275077923,51760.63059036553,78562.87446074074,715267.441382853,66965.40913820926,77013.79797990625,1094468.3311486647,93945.74779735308,124469.73250033226,1139287.1597862593,105208.25399282582,126766.61654646113
LAO,Laos,3802173.407489386,96661.6492172786,325076.10051200987,4154534.977684144,102760.63750252745,344246.1250478999,4569543.15006629,103793.94668125577,368260.040775705,4565815.403250776,103700.50510348455,367942.5931386722,4547228.60282427,103535.96319722568,366884.2630363258,4538009.300293407,103516.31513687846,366367.23749765154,4494630.732161122,103646.5917407004,363891.7175433914,4392943.511474801,102752.2100316788,358153.80255638855,4280194.921011149,103030.67541188524,351703.27082878427,4086140.229156497,101945.93321576368,340706.8203341333,3925021.971989698,99880.34448942558,331614.53709386574
LBN,Lebanon,3097881.8391814274,371264.6945759325,386945.1646115266,989031.6992678512,151309.89293887414,86763.45947416332,734275.6789881297,129480.73444220636,59108.94952339527,699912.9562733575,126733.88997491063,55135.26624829859,689376.646751215,123852.70977827188,55611.39297396762,757582.2155170495,135750.75590992623,62009.6956450276,1068044.4513264748,155428.64229391012,107286.1492136504,1364541.9892773137,181454.9995990888,148906.87770667023,1418336.1753379968,198132.17592081253,158468.56394572504,2107090.715149692,262203.89461553807,252107.58961666448,2001512.1696417383,266989.23823534005,240283.3458479066
LBR,Liberia,787843.5785252873,125429.77375481428,38066.2969852028,740997.2110350595,118874.68438479498,32925.322491449835,696447.4551005883,99828.59852829175,32624.70111198511,689158.8379681311,96696.25600063687,32603.65371111441,685782.013825492,95059.75178983358,32631.98289311711,690661.6187677548,97053.38717895756,32716.755812154875,702039.9376560082,101842.5424522439,32821.277413027994,714146.3740705876,105615.57471731331,33414.13521157141,735987.4333660951,112764.52578655038,34349.63933052264,754169.0433858292,118377.46850010236,35245.26896228922,766017.8125477824,121330.17866948506,36086.12819616497
LBY,Libya,3126716.1388531625,261261.80354326777,362105.15169622446,587876.03137673,74187.88920759594,57367.25117277316,563455.4835333347,72891.1149481037,53802.39925961263,560893.2085477352,72588.8808911144,53180.43913381865,581428.0715629627,80059.21698170071,54167.48369724307,649376.5459157889,99130.39072214192,58597.333844328976,1066683.60343762,128185.1593093072,109877.46463320572,1395342.2214221728,140154.93339339903,151629.99006982785,1389811.6175084882,143337.58535711627,150246.43715243376,2076644.3500602143,184018.5936354137,235987.63309845867,1922086.316312772,184460.67498216903,213982.6740311453
LCA,St. Lucia,31709.33021833396,3686.7537446324727,2150.98265911852,16308.74219498458,2086.922092677133,333.53791714722,13595.675127552417,1720.1449935125029,305.3239421014389,12326.905006536002,1648.1049654700196,302.4332618133592,12075.256493936322,1630.4042909459615,321.1623210491716,12848.624533717508,1678.200079196477,351.32216285723763,14024.035217267416,1779.7309156434455,398.44771546598855,16315.00668429757,1919.1055024319496,581.1170369654145,19958.6877673611,2160.69878599476,898.5939575661213,22133.574454898047,2347.9586330033576,1165.145182791419,25709.86698301868,2553.857086421748,1545.2721434225436
LKA,Sri Lanka,7535548.491172383,681755.9430960363,737900.7949073118,6297487.13261694,603521.8653825808,560046.6625227962,5939330.0564496815,491913.8689054703,549496.8854970837,5934047.374663307,475137.9541138207,565218.7833702271,5945939.778730129,476622.2895378902,566296.1128105861,5950592.979787231,486305.0592801636,554717.0683887865,6044530.671770796,517306.6459138512,555157.2284113957,6227010.587409227,538206.915239253,577010.8059918355,6430649.182671577,588071.4169310946,588306.0141059908,6776240.712545484,629761.7402188274,626286.419944921,7022287.376805654,659034.3999772423,659688.9454576899
LSO,Lesotho,204586.1775053905,20939.12871366174,18518.74977323162,177573.88373384633,16060.440836634343,16001.132482264988,74208.75825675318,3493.5166278373144,7452.110593664017,69425.07255777532,2863.00259242875,7056.465929424903,70720.26036458954,3069.3896281031334,7155.279812121082,71307.63725609097,3331.317639264299,7173.018182347558,78590.89012594863,4888.538782059228,7637.728716586685,98891.17269354792,7332.363919695473,9483.38229255506,121826.9479466126,9913.883173292556,11514.81477734176,143930.84753980825,13210.373234128205,13207.125634185926,167190.62074172182,15713.929850548451,15235.495394266669
LTU,Lithuania,3635282.07801411,492411.4180709407,397378.4024301336,7775164.316319945,745998.7924735869,1091260.2051288104,7748692.707232146,736913.1757500275,1090694.1236730337,7742466.957181707,734621.6274281697,1090583.6898104097,7741629.802445643,734541.3579829984,1090645.4220714683,7748489.670063128,736265.3208145626,1090940.0623576515,7785061.010926854,745069.9675925166,1093195.119460394,7576279.400945364,740223.8299264938,1051882.6115240047,7110608.372046353,719063.2683858556,970324.0798678084,6364441.567293211,673583.2744044163,846560.0460819564,7855706.767720125,800867.829985696,1076402.325507803
LUX,Luxembourg,251114.2751688154,14802.21797689626,34140.95708051831,151782.50551855355,9442.184950267529,20881.490869851827,149290.5293592465,9220.569475742386,20111.763511298068,148799.90899766106,9143.440688631768,20001.7179952084,151310.1052137469,9535.678375189014,20265.09094237758,158852.61185592646,10254.880718860037,21246.32173373118,176176.7678946029,11609.427619252572,23775.72674970284,198439.0561624124,12130.069301280637,26735.88511036541,207019.8411450277,12224.966785774512,27832.51608287305,199938.04758388305,12746.80645927268,27156.000089648664,198315.6515269648,12320.599537804232,26545.967342419757
LVA,Latvia,1847261.373633504,328339.4766627397,193260.2957905564,3910503.548670808,404226.77508913743,549614.782633019,3866167.941954302,385464.23950669216,549247.4291525702,3858908.5736992112,382352.74357835145,549183.5404684903,3855162.235483212,380467.64133426914,549311.9417019648,3863015.204873232,382654.2481618669,549640.3868340995,3890708.845054416,391625.2583524096,551032.5184903762,3959799.6088579744,411087.60761487385,555208.2380377114,3566840.002607055,397382.3634267451,487113.6396567085,3226267.3948648004,390689.91036740434,426942.74383097695,3807463.418539896,445196.46394222096,514937.6225472935
MAC,Macau,39843.683903917714,11208.338446420135,1834.183936289484,7550.056625911206,2309.450526070361,251.67070208526687,2452.458178433486,666.6271819987512,98.92028081456566,2060.0165600531577,576.2783988641198,76.57739438222247,2764.459843487935,836.0816294273999,84.67192803860858,4056.5025615778,1215.8177911309117,138.3193894578881,5729.154140066691,1702.0551349301147,197.77471415725952,8591.556229498681,2642.077570776287,291.8975472837566,12043.423574846543,3592.221727195218,445.7071257543527,18949.451677779805,5435.590049772286,808.1387791774209,28082.875238755627,7936.033959113044,1260.3501445209326
MAR,Morocco,17742011.066998344,1585106.6044058313,1831895.578898487,10703797.246699627,990474.7465927238,909691.5171416104,7847781.920351196,750640.5692906716,718104.1704833938,7323278.320786055,720976.8301083854,689472.2254756532,7490177.888543573,763369.7342542706,694570.1804823858,7819752.868382879,836781.0464693336,720094.2102733654,8663659.748019733,944968.153162554,807511.7901380385,10195277.985759562,1058213.462192682,988830.1617177188,11462803.63553275,1175490.507239191,1108055.333641535,12549879.454616165,1234960.1139753684,1223337.8715340071,14045158.402226197,1369769.4779565409,1367513.3393248313
MDA,Moldova,1345077.9220731014,127122.90625097326,141215.13145568836,2557682.213451631,407206.0367525391,265571.0858432224,2556414.8966598534,406696.85815883946,265505.729199402,2556089.9951080214,406569.6169588689,265485.61290733085,2556712.606797594,406602.45772732695,265562.5981296924,2558687.874316328,406822.5583689212,265784.57104212395,2348738.233916864,358475.6785107521,244295.37816981573,2207531.9777911706,325969.93781112344,229749.7094011625,2247624.083952797,335098.1413715975,233767.53675243177,1753332.9881818686,221734.2266678424,183212.9158865967,1955961.5991602768,268874.2614039401,203900.35370752373
MDG,Madagascar,5359401.627323451,271238.8239784282,378907.2304201391,5203034.096468573,238275.4192348582,365527.9152199927,5081927.949257467,159882.85273352664,378034.6941262711,5080387.310753832,149907.00692439594,382726.1606783195,5081330.217609762,149894.2976767402,382853.053497124,5102097.562836241,159560.71569552843,382692.9107383464,5138444.401342345,178542.65311685478,381288.9676204034,5157993.72969619,190133.7182280011,379642.8626838548,5224343.239816655,218253.45124072308,379430.8132327007,5303574.720261024,248970.9359740668,380533.5108973932,5314525.900743885,262269.33345781016,376145.48073011066
MDV,Maldives,33520.95025579189,10832.569870186178,1433.1469974561048,20767.2364300251,6024.171938897191,992.6322684469836,8804.113089989352,2568.686882759005,518.4957282173164,7228.514131005877,1975.0735000977088,474.5998870195163,8916.051530768784,2207.9914084316165,544.7252057363296,11664.260721047296,3053.56217652288,639.9378572777695,14883.731370890704,4653.268045298999,668.2069193076308,16690.569830541575,5287.458048074776,744.1681254792751,21522.869940780245,6892.488911859735,911.2406057118168,27891.92818629204,8827.485232464394,1201.668965291761,29844.62788287221,9414.368234267353,1332.695332814549
MEX,Mexico,84345709.3542841,8797525.554342413,9122048.777069751,61512659.10624195,6427425.204489235,5145373.942513738,59656085.6369045,6024734.008718242,4872326.417861988,59287281.9248414,5985257.21432651,4794418.790239035,59105442.14092752,5809701.249889606,4842680.042194297,59791208.00315292,6000908.951193055,4898931.110489264,60143007.84278824,6024354.451165448,4982253.49655275,63424738.07997951,6933507.300850032,5301749.602115525,68304809.5180885,7248401.829054789,6231207.458862344,72360683.23224923,7559126.052446324,7010419.375531724,76845480.91456677,7880369.040317127,7883640.234856293
MHL,Marshall Islands,9604.47282095646,3106.06452365924,439.6899364302036,9120.250746880314,2925.9556480340843,436.1114214308438,8028.181871555277,2694.86409873244,289.88212643369184,7798.9630972799805,2655.377402626662,254.10907309398428,7773.57392086772,2652.6801799749896,248.2982253732161,7864.37474870778,2674.94438370578,258.36433784192815,8133.598538924227,2743.3958142134875,288.0167815504198,8375.856002385226,2796.265731299449,319.28982313544407,8610.163222216212,2852.7273516507826,344.8145080459933,9005.567776374337,2953.2070389428804,385.7758727395697,9251.124610173954,2987.303069012641,425.0927486795598
MKD,North Macedonia,916566.5042019776,82197.53033963816,100810.10035312363,710864.0431627576,33980.0906839361,84050.64722411805,709764.385507202,33542.58179325215,83988.0679990934,709426.0185981144,33421.74276041323,83976.76257315598,708471.9887582413,33522.43251317867,83920.20294191435,704161.362234758,34675.51457002792,83580.50993951099,730779.8416133106,45751.74457523682,85574.02437014556,758388.7343900391,50521.343875539445,87905.19280972172,757385.1090914728,47446.81840098144,87846.64956937797,838046.9111427304,63891.823257069926,94526.51605361392,772706.0621366274,51881.78606915841,88858.22861752135
MLI,Mali,11413728.635334264,839797.4825971612,1261129.8493301005,11011790.465967646,797412.3583072029,1208641.6169358448,10843950.18170574,731944.0004906894,1196621.4579074355,10837887.965939453,729205.2055063721,1196489.4631503937,10831173.682072531,726131.7305855332,1195848.342262792,10880691.446794331,739051.6825628924,1200882.4180499974,10895153.817108378,733887.4656988049,1202757.9749369372,10987097.639456416,752702.0541536922,1213022.8007097966,11070929.012269162,773808.1950050297,1221585.5089942815,11102521.985913008,785247.4714220489,1223843.927865042,11220839.516954267,816693.765253878,1236486.3948757015
MLT,Malta,98948.61950185437,11806.038419396442,9235.251597943035,11863.566655616663,1491.559289893636,833.1154596972707,11117.12225443616,1556.890784045925,744.2622530484141,10729.492642450312,1497.0416825776083,721.3459015123949,12902.504475160693,1811.7894319756565,896.6609804370439,19446.97628728858,2618.020138102537,1471.9698010767536,36024.96464328311,4446.647853621931,3081.786848005088,48937.46804548441,5946.698976711151,4271.093592451414,50837.50082136647,6173.07624906194,4445.570116660652,59791.869669058106,7063.142016847531,5454.254007305475,54909.32345244481,6946.868290275272,4900.741233542329
MMR,Myanmar,30172964.66888019,2783196.251799032,2863107.0101388246,30873697.364766743,2731292.784403656,3031252.094595006,31011998.581793312,2290884.3750465773,3261847.50745943,30834299.31915421,2210201.739191695,3261959.22774357,30644997.75323272,2151158.086699086,3252275.5895933537,30549531.277799957,2187516.9845523406,3217501.867353321,30994277.153260835,2320668.1562885963,3246721.3551468416,31179412.43123346,2425276.7983059883,3235795.393371928,31441120.52336992,2601009.0682277065,3210700.0968502862,31310582.26301778,2709249.4520286582,3129687.746345316,30907994.671707813,2748166.114010695,3030963.8085193657
MNE,Montenegro,115571.47445524264,16402.959501813417,10452.458517087807,34149.358103336315,2043.0125390194528,3089.7722924247937,29149.11475568106,1324.399834319863,2593.160799057695,28109.87105063611,1199.700390127769,2478.3454091438025,27860.062141293634,1226.700146800802,2529.3962793406904,31644.351482971997,1666.9154616304836,2835.4389043415,48280.11551322073,4674.909929225391,4308.728735035316,60526.6259773197,6282.827093775908,5350.311496072534,56682.85137069385,5698.111720524625,5142.371825627433,82194.54659226532,10848.474810160396,7252.774733409191,59650.90170036557,6703.597666163591,5494.854611303721
MNG,Mongolia,789185.3080696583,83100.88231050213,100697.7705273514,473576.313505021,30382.32447676458,62795.40268456331,466808.5727616142,27544.107209897014,62723.55175793497,465603.5526940255,27056.52724556676,62698.4838687141,465780.30018001376,27002.797575673656,62741.85702401536,467303.9990190032,27465.02396216033,62841.20052312271,479023.1882494216,30242.330054330992,64113.90341376853,501091.18420683575,34670.12040320251,66744.37043574084,541287.5495622169,41266.69157788572,71224.47480033558,616375.0394740308,53473.0990645976,79959.93326820405,654971.227550039,61145.71522274921,84776.20966963966
MOZ,Mozambique,7367808.456153735,789265.8430897307,625854.5836567774,6423885.551581088,695764.6462320787,511142.2901787089,5881730.963608706,484971.5577827566,515708.01261196175,5851087.311069315,462475.2115417917,521575.3045441858,5866690.510913971,465533.1663515003,523225.8158696184,5912959.269084821,490021.3401030806,521481.76519876905,6007966.009807324,527345.0605617618,520881.4834924619,6183684.4413657775,556260.7186562383,534929.7986522752,6436701.446576821,633311.4471106256,544688.8060653346,6726853.182005306,718067.781498899,556659.1474623991,6897306.129079934,765880.291125829,562672.7551700087
MRT,Mauritania,1378280.2672036518,199992.99221916767,132815.26933065584,686464.1209374901,147091.71354682322,43471.01636525745,487482.9318909196,58938.84199640833,43329.52190643882,453901.9554744375,44384.52038328942,43271.73219895948,454994.6483137139,41598.63343283838,44194.349910111465,503173.6770551312,54250.86921023283,47186.929034449175,634818.0308348268,82542.68003390415,57614.81734266668,759744.9788045107,99989.23381924038,70982.24632320805,883942.2271803621,136240.8621219506,77988.13763365704,984995.0852889812,164873.956349337,84033.78236304781,1053721.5172471465,180032.94569554037,89607.11902845632
MUS,Mauritius,725027.780299827,38233.8676932796,38413.38638603474,687167.5346225159,20845.305005491933,20664.26962475392,572153.0291192033,10163.033210248655,10625.502511917117,559342.8972370762,9086.800542474612,9775.288520418992,559029.1834352651,9165.933880502284,9608.64835149093,573924.730218699,10769.334134968323,11164.39061352844,595971.404364644,14381.640271838362,13226.951009554714,645551.6711876837,19233.14459551059,18688.38191030603,679664.3797836801,22617.55319258839,21941.693898647653,711112.4444150853,27633.320051779418,24133.055739945405,760631.7102314974,30872.542940911386,29291.167742846177
MWI,Malawi,9411108.56053306,468889.07237970864,870341.7476987352,9338147.426853145,465233.2018859002,860505.7883149326,9467356.698887585,467625.6362528803,877639.2075844832,9512257.72944476,469223.4859000945,883339.0417636046,9513866.713420631,469225.1209517961,883539.516208622,9480614.752699653,468470.730335164,879312.6252123995,9501217.75003,469396.9565922787,881809.1111252228,9480359.23201188,469062.398977952,879123.1128125718,9467234.57992108,469259.4038628375,877344.7780779207,9431664.819888791,468721.5659103021,872783.5445263231,9419080.392501552,469843.76059455774,870869.3746106974
MYS,Malaysia,72081663.02424528,23347799.06630337,1760489.3635592249,77451740.26974678,26559598.836496007,1344467.983564746,89458632.17950872,33561692.00290312,1024357.4565955928,91650153.28948528,34803099.95083872,983293.7867816476,90658580.3987379,34375904.10705716,969747.1648944176,88409714.1228275,33298765.97953008,985915.90641464,82758745.19422907,30641106.922203176,1007704.69522255,82263401.53514153,30108709.415358767,1098336.0591570656,75489352.21585985,26655489.10083326,1210054.1686420627,69881952.85696729,23441014.486305628,1409946.4524674877,69354499.45243052,22645623.39682904,1569499.4225587086
NAM,Namibia,590254.0227126237,52250.52666184308,58585.389065853895,457723.4872379821,39011.798986209455,42581.90087593213,248863.6550307342,13456.953998718664,25764.66290345039,241420.46944223103,12403.12253992392,25052.473450625268,244488.0040620816,12928.851696237927,25279.771999039167,246114.81946780928,13582.367023298048,25336.24449698828,263086.8026693756,17369.10144473577,26416.82986788661,306384.3952102793,22289.271504972523,30407.50502419906,362226.0162675597,27628.907406767405,35980.60594871458,428540.10316453705,35457.47953691751,42297.8246294042,487773.4228971681,40530.0876085565,47954.11595610331
NCL,New Caledonia,58231.36322210243,8139.933077059129,5284.889437424777,49607.81915630987,4942.374217312862,5159.2301803068685,43011.17001343626,4447.593665416247,4320.628848375355,43015.0152375493,4427.021250409346,4327.172824844213,37678.94914629341,4178.166540672129,3591.302165680024,35917.41000236205,4233.531912196538,3290.669310431439,39732.085638912045,4954.705970843477,3598.6511356546825,43682.30420760575,5591.607949595286,3962.960444832758,41247.082244515375,5534.021258581359,3596.610650620109,52010.013618047,6543.235630790608,4926.9920226435925,49052.98108151809,6412.188025923876,4511.988368797958
NER,Niger,9274560.916376932,647288.9470017024,1377538.632570817,9142756.77471901,615763.6006885696,1370922.0062628428,8901100.527383255,538282.1394893446,1361549.160645863,8866995.986014476,528027.5610905592,1360294.9267422603,8883953.198631495,527142.8032722268,1361424.6532052031,8925107.12491685,536975.1484156267,1362009.6715043937,9034846.16311331,556143.3497465971,1368337.1314721669,9087916.753297236,571694.5158879509,1372680.2510762494,9143553.943781083,599572.7241322035,1373303.1627067442,9204399.992629489,623383.1165321793,1375341.4289456669,9238972.719367849,638309.4322642533,1375988.4603821978
NGA,Nigeria,84264511.83587435,7320926.739671844,7104981.327732216,79289381.71531275,7148299.464516213,6407186.062725028,77837242.82130758,6993984.375997856,6402280.660500414,77497494.84639826,6967191.406934087,6404273.473270089,77530981.57717207,6967265.334580099,6405660.556174181,77570208.75883709,6975015.650733775,6404786.396937343,77863685.24299444,7043391.321951174,6410038.054237303,78436775.86993288,7046450.451505424,6472020.697871669,79538916.96519746,7144482.675446671,6569448.547290054,80696234.84938672,7235442.925655892,6679868.442868507,81254818.04420793,7239587.480914114,6712411.637320565
NIC,Nicaragua,3684388.42170725,460240.8076212704,227512.2227022965,3216626.7158462144,445098.5425619931,166197.08127077392,3522494.1798626743,470270.4105845453,183321.50644876648,3638594.3378876178,483573.6381658575,189337.38442229512,3595241.1374826757,470281.7710614976,188552.80721106727,3581068.2368341647,476005.2145659564,186901.20836145984,3493592.300493645,464520.0948625563,182965.76341049944,3447787.981772108,486318.707708272,178569.5063132949,3434579.4312856672,473348.342806749,185401.39154733653,3444811.3434880357,467773.3405553833,192949.2564949996,3558626.477829369,461185.55242137937,207992.1558377862
NIU,Niue,1744.232578251858,323.9196841043228,96.05725686787416,1725.5780603224948,321.0921776868155,95.65500602000796,1711.6903513240734,317.87660852940303,95.37793766867068,1711.1571260657474,317.64593572083635,95.3559115442048,1711.1491230721836,318.0089528928417,95.34084819961878,1712.981914333773,318.469361291243,95.38812002860416,1715.8964388151123,318.80960699289204,95.46052282834752,1720.8228960144029,319.590257306453,95.5437400742194,1729.0232473215565,320.6452885822014,95.73140777363906,1734.780796328971,321.9075401901158,95.90844583534532,1738.259933825114,322.5746995707554,95.97970905039992
NLD,Netherlands,32195845.142365348,5920264.171345308,3956736.705781227,16075176.497862184,3744639.721553584,1434989.3067155886,11157547.64014919,2218473.419136917,769022.2085811653,10027963.917127402,1888385.2340833931,581928.9284348497,10083723.434176777,1868392.4744326056,614529.4756890633,10850544.500720805,2067080.718026624,668491.1806340514,13418713.558626786,2591003.0827781577,936297.353904122,17243594.490777194,3252728.171552482,1389437.438051046,20468019.93637393,4011646.509293108,1880978.7191881128,22746074.355429832,4594296.140017185,2296285.914195527,24661113.645402987,4990933.272103672,2725433.0628211573
NOR,Norway,3452173.242289612,646455.6324430553,414157.4018170047,1892836.3286238832,233982.05448254527,272855.06857284554,1684730.022869126,204438.2870075649,201969.031659085,1628622.7427168705,195841.0510441077,181631.87806362504,1636274.26243809,198015.41130365,183696.61752696347,1656762.7066933697,200989.5137040261,185210.5053525569,1726989.4095537905,215749.57282322607,196698.66730132408,2034122.5431440077,289562.42725201714,228173.17454388613,2368132.4425964626,385125.0232543592,263123.7910610768,2491135.621653084,424403.7126095588,283954.6884386344,2510230.57329878,409230.9868383792,315477.62116080377
NPL,Nepal,12770779.876790036,607903.3006859928,1475370.9574101414,12092443.252474483,523135.9006872087,1355575.5116323591,11503813.630072204,496071.411475792,1286374.1935822042,11515545.57400716,496231.7893484525,1287729.9012110897,11609377.03141302,499165.22624132014,1297093.2881402276,11682941.107568264,501736.0896356936,1305229.0091648586,11748557.913596356,508263.707051379,1312787.6187775924,11828162.551862266,520818.503368578,1327632.092325668,12133537.281579634,532739.2151142296,1366925.3832275688,12596182.465939503,565618.3266152504,1425761.111607481,12742719.9231654,582166.5834681764,1453089.699016222
NRU,Nauru,1223.322684807259,420.6125957120062,38.24453289852481,1152.9973391760625,391.1839288705064,37.39390667789815,1075.472894413419,366.5279146359948,32.712962027299355,1063.58735452858,363.0774336015587,31.78531215993197,1061.0670145506172,364.7227418012393,31.15144448366345,1067.209846705052,367.6281874219858,31.269585740727557,1090.2022158699017,375.6231046890201,32.22798189394798,1108.2887539223025,381.15711145843767,33.3233988508779,1130.5855212487454,390.2583771461367,34.03204753735358,1178.3604244016408,405.2685244248024,36.08093083343521,1189.049901631617,409.6375680594642,36.93908816563588
NZL,New Zealand,2310282.302047152,228822.5012644876,211322.21856182723,2273055.5732593965,230616.5808018423,202818.42470982028,2117909.358688658,229204.162224258,192453.0658243912,2086221.3513327972,223681.32738798836,192315.48291703968,2025864.6274947303,232135.6965462734,181378.36424167745,1993131.6974010963,234235.19409839332,175989.3719799539,2032190.60928756,234942.1077410786,180494.66858812288,2048737.0618395288,226832.00471428863,184272.8056859224,1957485.7566899892,206885.1803287457,176152.67197818813,2230667.9000323303,219871.11919637688,203346.0186634308,2153691.4510496,217083.8010277456,192972.36859604545
OMN,Oman,1934687.44915008,245460.95773548665,185564.3962149283,996072.9283774436,159786.76224249447,77088.34241848296,492763.598521582,48856.29548093797,46565.22659994301,442481.6971639852,33571.11096200453,44430.69730747787,412128.8334534494,33190.000641998035,40733.645895303445,385355.7251875568,29037.37845396767,40329.17062876082,470785.4354869872,54364.821971991536,45552.13127890496,873234.5037193176,120139.9785536101,71541.49747724591,1084841.1749068769,166710.00217074313,85735.95655904406,1397522.645807902,201312.23046861932,120526.597088782,1552146.0013314667,222915.2533307826,135696.46025268035
PAK,Pakistan,77508878.03513211,9279706.33100794,7524563.625472652,71586770.99646693,8225125.189474397,6472772.830110615,66340917.310874015,6167971.813943279,6145026.538757626,65415053.02773406,5817530.963869896,6065493.95194539,65072000.19062077,5665765.990056312,6072286.915516744,65590334.37009639,5871380.866259274,6092836.952839391,66943948.44566427,6359988.013209789,6160772.159212411,68374534.44478461,6795871.8305733735,6309419.94969748,70545478.87206458,7567234.220395589,6503550.07697871,72959588.63421868,8217308.719010671,6784934.573593049,74490749.98926382,8676180.610553343,7044315.279000405
PAN,Panama,1906242.703493874,198827.70259024203,143424.9079561746,1031643.2559097124,121975.86281544382,54750.37945941756,926701.2911999642,92726.42334850326,50374.87664527641,813670.3150867878,72570.97995176801,48865.12284059165,1051635.0825703389,104815.80596025332,53334.645564832565,1019364.1701302942,105893.29286551062,52907.38094113396,1061602.4494711566,111807.7188270405,55030.760901846064,652366.5968509095,59020.020471147305,54179.23765607763,957269.5048718397,91187.55631992412,76186.73018345967,1398576.3693834571,145072.2178052791,99697.01102157736,1775245.1906370872,187651.9832800877,121905.24842970454
PER,Peru,17109513.34404066,1479642.6467722077,1478367.9700557983,14094241.746849108,1282303.1774554627,1022036.8537766488,11622513.651601989,938107.15458319,810189.076841458,11505924.399443593,926009.8237989906,800721.3979907404,11469682.897643238,922821.3132393506,798058.9547534192,11683065.90546555,953675.7960648644,817933.8772583926,11609126.841216717,934135.7164228362,812507.817000772,12413901.790843217,1013863.9488471232,904907.331653634,13053837.536696726,1083381.8157861335,982338.1348817812,14241486.326149408,1224826.3043426855,1108403.445144738,15896262.253687004,1403425.192202598,1297344.6752780338
PHL,Philippines,43859909.11485262,4201135.058594092,3377627.344950495,38143705.69296293,3825465.491563725,2586299.784345465,37301937.79502362,3630783.8520913953,2521372.254381577,37887125.94430767,3823350.2317733103,2525290.9822557103,37761731.46671343,3815194.2280896753,2508049.8386886483,37810998.58050983,3839400.1435125694,2509653.680951275,38397478.92213195,3949968.3805232095,2564900.633484286,38661264.77290472,3880651.4939963343,2641157.097140857,39519908.33580744,3988477.1687629735,2747516.063296159,41907852.80029803,4340051.944412326,2986831.4231349705,41686583.04202398,4118034.21420042,3056093.256494216
PNG,Papua New Guinea,3048906.4118459583,698328.4224541166,120310.23762939658,4732799.252265021,1436389.5850344168,131129.51932831478,4665429.378696834,1430655.8500248191,122665.218022231,4664835.297807977,1430118.044456678,122756.80731645468,4610960.163309273,1428513.4002142504,114930.20329800092,4586685.414441843,1428139.1441203542,111284.31017598975,4602702.236471371,1430040.392873773,113118.1781167753,4621032.964095137,1431559.075795364,115438.02898298053,4592656.669156195,1431983.255984081,110868.82377193763,4695573.460225608,1437461.1601164776,124978.05786370822,4662349.530810181,1437120.0844180714,119919.6203822952
POL,Poland,40167175.77645644,4453931.387269484,4290058.116014666,45666552.28101695,4211974.128068703,5146742.17073931,45255053.79106275,4065635.746208829,5133495.567315605,45179263.94772526,4035244.0206668554,5131559.117982405,45179598.51747169,4032803.2866928778,5133319.642639746,45290404.86410422,4061255.537590696,5139605.528408149,45467908.93433878,4175795.896438256,5136382.152982902,42652923.78633469,4120420.338107181,4735764.616469902,41845991.59465881,4140374.040702343,4611474.520396759,43875471.65628,4415129.25263689,4838218.120831883,45175549.59339981,4507897.722814279,5004074.731694069
PRI,Puerto Rico,36428.44025232438,460.64982,2238.8989,36428.44025232438,460.64982,2238.8989,36428.44025232438,460.64982,2238.8989,36428.44025232438,460.64982,2238.8989,36428.44025232438,460.64982,2238.8989,36428.44025232438,460.64982,2238.8989,36428.44025232438,460.64982,2238.8989,36428.44025232438,460.64982,2238.8989,36428.44025232438,460.64982,2238.8989,36428.44025232438,460.64982,2238.8989,36428.44025232438,460.64982,2238.8989
