ISO3,crop_kcals_baseline_domestic_supply,crop_kcals_baseline_domestic_supply_year_1,crop_kcals_baseline_domestic_supply_year_2,crop_kcals_baseline_domestic_supply_year_3,crop_kcals_baseline_domestic_supply_year_4,crop_kcals_baseline_domestic_supply_year_5,crop_kcals_baseline_domestic_supply_year_6,crop_kcals_baseline_domestic_supply_year_7,crop_kcals_baseline_domestic_supply_year_8,crop_kcals_baseline_domestic_supply_year_9,crop_kcals_baseline_domestic_supply_year_10
AFG,6251580.2756528435,95229.26181807299,25941.88406949618,25703.32409398682,590739.4814094728,2531170.5460445723,4044359.95557367,4566601.354219763,4793259.663548524,5396541.410444193,6106323.8571670875
AGO,7840053.968961466,6719011.150241578,2200612.955822543,264181.7443682842,138650.25877327254,142773.26792537168,501000.40485740296,1318085.8593263833,2292901.9927809145,3621979.268358082,4407988.870464568
ALB,1182187.7901911743,17736.87753661027,44601.51652506319,43399.16368413171,141637.29467520234,304866.78589143895,632900.6263165195,627524.4690753324,494962.1607723994,951368.4726141678,576156.4021969374
ARE,3960005.748472046,2003761.5395967648,449410.65864688536,389537.51848144917,910377.2331557055,1131695.3930784005,632689.0194246513,1049065.3449025801,1253750.6137472573,1999146.4431649079,2525109.933104939
ARG,88883945.41319709,79276303.9824123,18982224.1951436,14109914.834822005,12730132.285297398,17690893.795914985,15885786.32375136,26943495.371642105,35721836.84420679,56637539.741660714,79800354.95554611
ARM,751128.3893369172,2339.415692740949,819.477853213366,530.7995467276105,1378.2685930948753,10221.13743445285,324653.4533195223,334611.178503577,382696.22135983745,484594.9969813973,547379.4635026586
AUS,14906741.274639186,18342112.65138433,14274629.769578552,14317842.848902114,10574480.322771018,8831241.888880922,9708116.497549452,10768417.674747992,8583532.976098616,15335591.780089628,12829692.262091743
AUT,7389332.697213538,65585.34749734688,29783.45391335266,24959.192516019524,29713.30990970005,127001.39351638888,864460.1578301239,2292488.04025016,2883111.1850057244,3637813.056613971,5069773.429522313
AZE,4504745.634939138,7610.365716621445,3984.5125123184766,2930.6910186117857,20569.502449084415,289818.3811003645,1764685.05172002,2521631.5128180087,2869524.106297919,3345987.150550874,3904047.2211055313
BDI,2295906.3024049094,2035209.085442473,603772.4362553777,700244.4657126328,576860.19458397,1809.5710405076788,1068016.0823143714,936555.7727278468,507884.43098458846,875205.1427948874,956526.3379830149
BEL,11077604.744031409,466022.02701136854,247514.01955327592,213314.93599784368,252689.44315367262,561693.2719806395,1608108.187800155,3996498.198078094,4668886.961322306,4764900.762572948,5566554.520026733
