ISO3,crop_kcals_baseline_domestic_supply,crop_kcals_baseline_domestic_supply_year_1,crop_kcals_baseline_domestic_supply_year_2,crop_kcals_baseline_domestic_supply_year_3,crop_kcals_baseline_domestic_supply_year_4,crop_kcals_baseline_domestic_supply_year_5,crop_kcals_baseline_domestic_supply_year_6,crop_kcals_baseline_domestic_supply_year_7,crop_kcals_baseline_domestic_supply_year_8,crop_kcals_baseline_domestic_supply_year_9,crop_kcals_baseline_domestic_supply_year_10
THA,56048503.599864505,55148110.60024858,2139357.441474826,1580513.0807769091,1936328.8695891565,2563002.591284143,9884267.889244813,18588749.401954167,36492713.46124744,57215900.08233697,65483581.52647428
TJK,2497391.8049626746,524.6583900856111,255.4758721773117,207.0068101214578,843.8433582354111,121079.74527969032,791884.8191606083,1443786.5207257718,1877487.918976024,2034620.3763580322,2444787.510185898
TKM,1658215.8210316398,5703.794468847117,224.8252420547371,196.19990378914508,84576.43748610587,625639.5605471282,1019223.2794877413,969326.3737374768,1063079.9150346536,1339740.175617292,1556639.8435191321
TTO,243422.2785582889,7635.406257231278,4446.629019203454,3727.352953122094,5270.328565004682,9444.387567108064,13280.061087232441,31097.10902059453,78194.88668882,118027.55118320223,158401.6740806405
TUN,6880166.432619626,1459851.286626144,3501214.396735677,3445614.7066937475,3948738.7630197424,4904296.995986796,5304318.736470328,4243181.7681533685,3515906.038394528,4103407.577946424,4306190.798810675
TUR,61705584.34415053,3119788.73199762,2633069.1998340543,2183752.4531698287,8213616.26590875,23365946.02477718,33006201.92871402,30008851.46182238,30638146.09998724,37359588.29545473,41323292.832865395
TWN,9775942.059388852,4057422.0755394865,1291699.255787435,673383.912356746,750850.8916419426,889311.5755687138,1207355.282677401,1884183.1588722214,3433863.233026928,5273395.045305606,7359166.878595832
TZA,18310417.25599686,17769784.044244032,2694148.0221061446,1134877.6628556733,1764893.854623249,2525672.1205639113,2843289.5368822655,3591395.2747899033,4768983.869992567,8238953.347908574,11575433.504545448
UGA,9676871.727874372,6579379.340039377,735580.0079781481,1046693.0762421461,1637829.6788747057,85647.81387634641,2598050.132457244,3213928.0580102345,4133537.596270481,6226390.786842227,10243738.262249595
UKR,28775289.946880497,80123.12099994492,41713.36622829914,35944.40479577021,43500.480703814785,101274.02303610406,4932610.000355553,10339075.080745388,9522917.745799048,17752399.24158712,15685665.190011661
URY,5463447.311920232,3398016.751511867,1258761.8161992175,1432693.513953442,1292662.0678169457,691970.8044038363,947604.665491799,1663889.5727225812,1697297.6983737359,3613574.4876468657,5334649.997480836
USA,387955288.29325116,4193275.0563913984,2540729.1959751556,2361037.865674099,6760825.073662994,12890188.633409861,19009505.388120454,44068202.59609685,136985034.9792497,214636475.83561665,288063416.11958754
UZB,11005750.71007511,24838.245673074103,2802.494547355077,2276.544756474036,22264.191085349812,2380615.2215163717,5609150.586380944,6866824.737688519,7741609.982380869,8973134.874632394,10082206.917026864
VEN,5018222.674041021,2968277.6723065274,1007675.5091383834,860419.8177968899,953506.8473884307,1018944.7079703402,1995093.5432778841,2723413.502992644,3634286.4840226863,4834427.711467699,5493363.504991462
VNM,58611274.71114058,36201010.319262624,4531576.960248131,5129420.311865432,8174455.396465471,9324405.80379902,11344781.889812978,15920866.136735523,26056522.74010302,39441676.19859517,46482097.6884893
YEM,4198309.349967088,1656207.3218180418,856200.1802431658,807375.1969204509,862567.262179483,913060.4751682682,1158601.265491286,1834407.958950752,2250071.824139926,3115915.147964405,3528820.390331011
ZAF,20867181.271050185,18122273.55065962,2115338.9554195334,1410989.7491603212,1575322.9722005054,1552777.8234537703,2344954.4394431277,5193095.181487856,8719579.927041398,12020960.312544722,15746916.353109654
ZMB,5287924.610839643,5183229.398745736,1273970.1166502896,96296.37364562137,128752.62114113435,231244.56134901327,512913.2091550127,1257150.660754736,1858719.8365296507,3194712.9649301157,3781749.3521780455
ZWE,2751237.902215038,2728516.304288632,660096.0359344232,167216.46866260807,178716.09622463482,189143.56400673796,630657.7745284156,1184584.5928890924,1644296.2927048453,2174019.038804588,2679206.2665548343
