ISO3,crop_kcals_baseline_domestic_supply,crop_kcals_baseline_domestic_supply_month_1,crop_kcals_baseline_domestic_supply_month_2,crop_kcals_baseline_domestic_supply_month_3,crop_kcals_baseline_domestic_supply_month_4,crop_kcals_baseline_domestic_supply_month_5,crop_kcals_baseline_domestic_supply_month_6,crop_kcals_baseline_domestic_supply_month_7,crop_kcals_baseline_domestic_supply_month_8,crop_kcals_baseline_domestic_supply_month_9,crop_kcals_baseline_domestic_supply_month_10,crop_kcals_baseline_domestic_supply_month_11,crop_kcals_baseline_domestic_supply_month_12,crop_kcals_baseline_domestic_supply_month_13,crop_kcals_baseline_domestic_supply_month_14,crop_kcals_baseline_domestic_supply_month_15,crop_kcals_baseline_domestic_supply_month_16,crop_kcals_baseline_domestic_supply_month_17,crop_kcals_baseline_domestic_supply_month_18,crop_kcals_baseline_domestic_supply_month_19,crop_kcals_baseline_domestic_supply_month_20,crop_kcals_baseline_domestic_supply_month_21,crop_kcals_baseline_domestic_supply_month_22,crop_kcals_baseline_domestic_supply_month_23,crop_kcals_baseline_domestic_supply_month_24,crop_kcals_baseline_domestic_supply_month_25,crop_kcals_baseline_domestic_supply_month_26,crop_kcals_baseline_domestic_supply_month_27,crop_kcals_baseline_domestic_supply_month_28,crop_kcals_baseline_domestic_supply_month_29,crop_kcals_baseline_domestic_supply_month_30,crop_kcals_baseline_domestic_supply_month_31,crop_kcals_baseline_domestic_supply_month_32,crop_kcals_baseline_domestic_supply_month_33,crop_kcals_baseline_domestic_supply_month_34,crop_kcals_baseline_domestic_supply_month_35,crop_kcals_baseline_domestic_supply_month_36,crop_kcals_baseline_domestic_supply_month_37,crop_kcals_baseline_domestic_supply_month_38,crop_kcals_baseline_domestic_supply_month_39,crop_kcals_baseline_domestic_supply_month_40,crop_kcals_baseline_domestic_supply_month_41,crop_kcals_baseline_domestic_supply_month_42,crop_kcals_baseline_domestic_supply_month_43,crop_kcals_baseline_domestic_supply_month_44,crop_kcals_baseline_domestic_supply_month_45,crop_kcals_baseline_domestic_supply_month_46,crop_kcals_baseline_domestic_supply_month_47,crop_kcals_baseline_domestic_supply_month_48,crop_kcals_baseline_domestic_supply_month_49,crop_kcals_baseline_domestic_supply_month_50,crop_kcals_baseline_domestic_supply_month_51,crop_kcals_baseline_domestic_supply_month_52,crop_kcals_baseline_domestic_supply_month_53,crop_kcals_baseline_domestic_supply_month_54,crop_kcals_baseline_domestic_supply_month_55,crop_kcals_baseline_domestic_supply_month_56,crop_kcals_baseline_domestic_supply_month_57,crop_kcals_baseline_domestic_supply_month_58,crop_kcals_baseline_domestic_supply_month_59,crop_kcals_baseline_domestic_supply_month_60,crop_kcals_baseline_domestic_supply_month_61,crop_kcals_baseline_domestic_supply_month_62,crop_kcals_baseline_domestic_supply_month_63,crop_kcals_baseline_domestic_supply_month_64,crop_kcals_baseline_domestic_supply_month_65,crop_kcals_baseline_domestic_supply_month_66,crop_kcals_baseline_domestic_supply_month_67,crop_kcals_baseline_domestic_supply_month_68,crop_kcals_baseline_domestic_supply_month_69,crop_kcals_baseline_domestic_supply_month_70,crop_kcals_baseline_domestic_supply_month_71,crop_kcals_baseline_domestic_supply_month_72,crop_kcals_baseline_domestic_supply_month_73,crop_kcals_baseline_domestic_supply_month_74,crop_kcals_baseline_domestic_supply_month_75,crop_kcals_baseline_domestic_supply_month_76,crop_kcals_baseline_domestic_supply_month_77,crop_kcals_baseline_domestic_supply_month_78,crop_kcals_baseline_domestic_supply_month_79,crop_kcals_baseline_domestic_supply_month_80,crop_kcals_baseline_domestic_supply_month_81,crop_kcals_baseline_domestic_supply_month_82,crop_kcals_baseline_domestic_supply_month_83,crop_kcals_baseline_domestic_supply_month_84,crop_kcals_baseline_domestic_supply_month_85,crop_kcals_baseline_domestic_supply_month_86,crop_kcals_baseline_domestic_supply_month_87,crop_kcals_baseline_domestic_supply_month_88,crop_kcals_baseline_domestic_supply_month_89,crop_kcals_baseline_domestic_supply_month_90,crop_kcals_baseline_domestic_supply_month_91,crop_kcals_baseline_domestic_supply_month_92,crop_kcals_baseline_domestic_supply_month_93,crop_kcals_baseline_domestic_supply_month_94,crop_kcals_baseline_domestic_supply_month_95,crop_kcals_baseline_domestic_supply_month_96,crop_kcals_baseline_domestic_supply_month_97,crop_kcals_baseline_domestic_supply_month_98,crop_kcals_baseline_domestic_supply_month_99,crop_kcals_baseline_domestic_supply_month_100,crop_kcals_baseline_domestic_supply_month_101,crop_kcals_baseline_domestic_supply_month_102,crop_kcals_baseline_domestic_supply_month_103,crop_kcals_baseline_domestic_supply_month_104,crop_kcals_baseline_domestic_supply_month_105,crop_kcals_baseline_domestic_supply_month_106,crop_kcals_baseline_domestic_supply_month_107,crop_kcals_baseline_domestic_supply_month_108,crop_kcals_baseline_domestic_supply_month_109,crop_kcals_baseline_domestic_supply_month_110,crop_kcals_baseline_domestic_supply_month_111,crop_kcals_baseline_domestic_supply_month_112,crop_kcals_baseline_domestic_supply_month_113,crop_kcals_baseline_domestic_supply_month_114,crop_kcals_baseline_domestic_supply_month_115,crop_kcals_baseline_domestic_supply_month_116
DEU,4924480.136366638,0.0,0.0,37145.3274161131,37145.3274161131,37547.80949918145,55146.827403374824,18001.49999167347,18001.49999167347,10495.641909829636,0.0,0.0,0.0,0.0,0.0,22152.60290134,22152.60290134,22392.63378493506,32888.27569213363,10735.672793424694,10735.672793424694,9577.917753251593,0.0,0.0,0.0,0.0,0.0,20215.610482172135,20215.610482172135,20434.65340313542,30012.57115398601,9796.96067421488,9796.96067421488,8302.646083036376,0.0,0.0,0.0,0.0,0.0,17523.96121056842,17523.96121056842,17713.839208751826,26016.48528970688,8492.524081219777,8492.524081219777,10369.102943285523,0.0,0.0,0.0,0.0,0.0,21885.52371728625,21885.52371728625,22122.66070832955,32491.76364901573,10606.239934328823,10606.239934328823,23549.139971899152,0.0,0.0,0.0,0.0,0.0,49703.93911562316,49703.93911562316,50242.497969280776,73791.6379352766,24087.698825556767,24087.698825556767,121189.61468968936,0.0,0.0,0.0,0.0,0.0,255788.5866392584,255788.5866392584,258560.1417805659,379749.7564398753,123961.16983099686,123961.16983099686,178043.88464897627,0.0,0.0,0.0,0.0,0.0,375787.9231709399,375787.9231709399,379859.7113777161,557903.5959820601,182115.67285575246,182115.67285575246,169335.77036862055,0.0,0.0,0.0,0.0,0.0,357408.16142511077,357408.16142511077,361280.79874782305,530616.5690739943,173208.4076913329,173208.4076913329,196601.7079097298,0.0,0.0,0.0,0.0,0.0,414956.95093890396,414956.95093890396,419453.1487009173,616054.8565613627,201097.9056717432,201097.9056717432
DJI,14104.202007347942,223.55743471162847,223.55743471162847,223.55743471162847,223.55743471162847,0.0,198.40722338885337,198.40722338885337,198.40722338885337,68.83430550088468,0.0,0.0,0.0,77.5597808139018,77.5597808139018,77.5597808139018,77.5597808139018,0.0,68.83430550088468,68.83430550088468,68.83430550088468,67.3669382077245,0.0,0.0,0.0,75.9064092166605,75.9064092166605,75.9064092166605,75.9064092166605,0.0,67.3669382077245,67.3669382077245,67.3669382077245,117.40543850466554,0.0,0.0,0.0,132.2878179785638,132.2878179785638,132.2878179785638,132.2878179785638,0.0,117.40543850466554,117.40543850466554,117.40543850466554,211.37266351922008,0.0,0.0,0.0,238.16638133133517,238.16638133133517,238.16638133133517,238.16638133133517,0.0,211.37266351922008,211.37266351922008,211.37266351922008,253.9123729989988,0.0,0.0,0.0,286.09844833092586,286.09844833092586,286.09844833092586,286.09844833092586,0.0,253.9123729989988,253.9123729989988,253.9123729989988,445.48820008639893,0.0,0.0,0.0,501.95853510044714,501.95853510044714,501.95853510044714,501.95853510044714,0.0,445.48820008639893,445.48820008639893,445.48820008639893,511.8852239801941,0.0,0.0,0.0,576.7720831187673,576.7720831187673,576.7720831187673,576.7720831187673,0.0,511.8852239801941,511.8852239801941,511.8852239801941,839.2135681149781,0.0,0.0,0.0,945.5927524134545,945.5927524134545,945.5927524134545,945.5927524134545,0.0,839.2135681149781,839.2135681149781,839.2135681149781,953.0750111520541,0.0,0.0,0.0,1073.8873360639961,1073.8873360639961,1073.8873360639961,1073.8873360639961,0.0,953.0750111520541,953.0750111520541,953.0750111520541
DNK,761031.5877458624,0.0,0.0,2185.0176918255147,2185.0176918255147,2208.693091487375,3243.9286959186247,1058.9110043526243,1058.9110043526243,437.60478160708726,0.0,0.0,0.0,0.0,0.0,923.6295443340608,923.6295443340608,933.6373802813027,1371.2421617786906,447.6126175543291,447.6126175543291,339.1831085863157,0.0,0.0,0.0,0.0,0.0,715.8960623759219,715.8960623759219,723.6530363613095,1062.8361448625983,346.9400825717033,346.9400825717033,374.38581242004966,0.0,0.0,0.0,0.0,0.0,790.1965697466852,790.1965697466852,798.7586146537695,1173.1444269799676,382.94785732713405,382.94785732713405,508.3988360269948,0.0,0.0,0.0,0.0,0.0,1073.05085546619,1073.05085546619,1084.6777214433885,1593.0765573429371,520.0257020041935,520.0257020041935,859.166488564927,0.0,0.0,0.0,0.0,0.0,1813.3978093795733,1813.3978093795733,1833.046582954095,2692.213071303645,878.8152621394487,878.8152621394487,3659.642474092729,0.0,0.0,0.0,0.0,0.0,7724.216125697606,7724.216125697606,7807.910598531687,11467.553071707012,3743.3369469268105,3743.3369469268105,41807.70691932297,0.0,0.0,0.0,0.0,0.0,88241.34222147825,88241.34222147825,89197.46676527866,131005.17367412121,42763.83146312337,42763.83146312337,30989.059300035948,0.0,0.0,0.0,0.0,0.0,65406.98804871066,65406.98804871066,66115.69470519452,97104.75399746209,31697.765956519812,31697.765956519812,7691.282826098302,0.0,0.0,0.0,0.0,0.0,16233.58873256542,16233.58873256542,16409.485112090228,24100.76793626047,7867.179205623111,7867.179205623111
DOM,340379.9686595243,0.0,0.0,33938.54217893346,33938.54217893346,33938.54217893346,70786.66010391244,36848.11792497898,36848.11792497898,19935.337654337174,0.0,0.0,0.0,0.0,0.0,18361.217232600047,18361.217232600047,18361.217232600047,38296.55488693722,19935.337654337174,19935.337654337174,11092.446594304534,0.0,0.0,0.0,0.0,0.0,10216.572454930507,10216.572454930507,10216.572454930507,21309.01904923504,11092.446594304534,11092.446594304534,6155.906695278206,0.0,0.0,0.0,0.0,0.0,5669.828224405778,5669.828224405778,5669.828224405778,11825.734919683984,6155.906695278206,6155.906695278206,11848.063280588234,0.0,0.0,0.0,0.0,0.0,10912.524656091944,10912.524656091944,10912.524656091944,22760.58793668018,11848.063280588234,11848.063280588234,17049.36408798919,0.0,0.0,0.0,0.0,0.0,15703.123926228174,15703.123926228174,15703.123926228174,32752.488014217364,17049.36408798919,17049.36408798919,25115.250735043286,0.0,0.0,0.0,0.0,0.0,23132.117579007732,23132.117579007732,23132.117579007732,48247.36831405102,25115.250735043286,25115.250735043286,38278.294433543204,0.0,0.0,0.0,0.0,0.0,35255.79007360337,35255.79007360337,35255.79007360337,73534.08450714657,38278.294433543204,38278.294433543204,33346.25525203149,0.0,0.0,0.0,0.0,0.0,30713.19117803214,30713.19117803214,30713.19117803214,64059.44643006363,33346.25525203149,33346.25525203149,40545.56773145659,0.0,0.0,0.0,0.0,0.0,37344.0364966382,37344.0364966382,37344.0364966382,77889.60422809479,40545.56773145659,40545.56773145659
DZA,1550212.8702659642,0.0,0.0,135018.5856062533,135018.5856062533,135018.5856062533,135018.5856062533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175292.2061452846,175292.2061452846,175292.2061452846,175292.2061452846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167394.5291042411,167394.5291042411,167394.5291042411,167394.5291042411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243857.2760606575,243857.2760606575,243857.2760606575,243857.2760606575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369304.5316949519,369304.5316949519,369304.5316949519,369304.5316949519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530577.8682210273,530577.8682210273,530577.8682210273,530577.8682210273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430252.4047495202,430252.4047495202,430252.4047495202,430252.4047495202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319572.32540782273,319572.32540782273,319572.32540782273,319572.32540782273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253425.12238144255,253425.12238144255,253425.12238144255,253425.12238144255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255040.91023097743,255040.91023097743,255040.91023097743,255040.91023097743,0.0,0.0
ECU,451442.07305356953,85696.34292811764,86879.34430473931,87438.6386668068,62020.29104100777,1742.2957253984914,559.2943652152937,0.0,0.0,0.0,0.0,0.0,6529.841011221906,22014.943812743728,22318.85070009562,22462.53050643261,15932.689492515201,447.5866902745774,143.6798071456434,0.0,0.0,0.0,0.0,0.0,1009.448809035674,3403.292480562698,3450.273478257418,3472.484954637945,2463.036145185573,69.19247354742939,22.21147650553665,0.0,0.0,0.0,0.0,0.0,492.1829271452435,1659.3634466862293,1682.270249645045,1693.1000305743312,1200.9171032259158,33.736583630750616,10.829780990237902,0.0,0.0,0.0,0.0,0.0,4064.56303536987,13703.415855492398,13892.585652797105,13982.020545432746,9917.457508385034,278.60468781508075,89.43489313899433,0.0,0.0,0.0,0.0,0.0,3903.5062791911296,13160.423241760407,13342.09725817655,13427.988327387202,9524.482046584715,267.5650835857409,85.89106969405962,0.0,0.0,0.0,0.0,0.0,8339.977064907156,28117.70243225956,28505.85529325974,28689.36455290044,20349.38748455056,571.6621162800963,183.509260673518,0.0,0.0,0.0,0.0,0.0,13241.669979898352,44643.44845354933,45259.73217317068,45551.096170398254,32309.42618503377,907.647709925157,291.36399886741367,0.0,0.0,0.0,0.0,0.0,19413.511410598934,65451.41944159208,66354.9483047338,66782.11483987642,47368.60342126364,1330.69538813346,427.1665375467763,0.0,0.0,0.0,0.0,0.0,24758.306952542447,83471.0577979127,84623.34006468137,85168.11117657517,60409.80421381255,1697.0533657169233,544.7711149598543,0.0,0.0
EGY,4420515.767342928,0.0,0.0,115513.28338336741,115513.28338336741,115513.28338336741,310569.47884360416,195056.1954227775,195056.1954227775,120344.19845362351,973.7392530564078,973.7392530564078,973.7392530564078,0.0,0.0,70691.80066408416,70691.80066408416,70691.80066408416,190062.25992119792,119370.45923418943,119370.45923418943,110964.70236630029,897.8470735290731,897.8470735290731,897.8470735290731,0.0,0.0,65182.15851884915,65182.15851884915,65182.15851884915,175249.01386375984,110066.85532377307,110066.85532377307,135067.25876091022,1092.8677356134342,1092.8677356134342,1092.8677356134342,0.0,0.0,79340.32429697944,79340.32429697944,79340.32429697944,213314.71538574086,133974.3910630325,133974.3910630325,157697.13936851427,1275.9725576385345,1275.9725576385345,1275.9725576385345,0.0,0.0,92633.42051201017,92633.42051201017,92633.42051201017,249054.58739698373,156421.16685493392,156421.16685493392,272418.9680840706,2204.219612653819,2204.219612653819,2204.219612653819,0.0,0.0,160022.5655774832,160022.5655774832,160022.5655774832,430237.31417690264,270214.7485475264,270214.7485475264,374777.8325189322,3032.4343955784307,3032.4343955784307,3032.4343955784307,0.0,0.0,220149.53915668512,220149.53915668512,220149.53915668512,591894.9374561373,371745.3982280609,371745.3982280609,439420.51633613714,3555.476797825878,3555.476797825878,3555.476797825878,0.0,0.0,258121.52100139597,258121.52100139597,258121.52100139597,693986.5607461797,435865.03966107866,435865.03966107866,536109.5183082257,4337.815105520479,4337.815105520479,4337.815105520479,0.0,0.0,314917.9411167715,314917.9411167715,314917.9411167715,846689.6445713808,531771.703352486,531771.703352486,568572.8253186345,4600.484986796376,4600.484986796376,4600.484986796376,0.0,0.0,333987.32424919686,333987.32424919686,333987.32424919686,897959.6648481927,563972.3404906887,563972.3404906887
ERI,33095.919578663925,0.0,0.0,1361.779474351324,1361.779474351324,1361.779474351324,6143.131442314526,4781.351968946103,4781.351968946103,2438.160772441146,0.0,0.0,0.0,0.0,0.0,694.4139056574751,694.4139056574751,694.4139056574751,3132.574677597409,2438.160772441146,2438.160772441146,2257.108866926685,0.0,0.0,0.0,0.0,0.0,642.8484132354369,642.8484132354369,642.8484132354369,2899.957279698129,2257.108866926685,2257.108866926685,2139.7510238753766,0.0,0.0,0.0,0.0,0.0,609.4236616464752,609.4236616464752,609.4236616464752,2749.174685081984,2139.7510238753766,2139.7510238753766,2944.4275958296557,0.0,0.0,0.0,0.0,0.0,838.604037049848,838.604037049848,838.604037049848,3783.0316322742187,2944.4275958296557,2944.4275958296557,2827.5399548449864,0.0,0.0,0.0,0.0,0.0,805.3132039691462,805.3132039691462,805.3132039691462,3632.853158232876,2827.5399548449864,2827.5399548449864,4212.016540418748,0.0,0.0,0.0,0.0,0.0,1199.6267389691473,1199.6267389691473,1199.6267389691473,5411.643278522032,4212.016540418748,4212.016540418748,6120.885536385514,0.0,0.0,0.0,0.0,0.0,1743.2927637286944,1743.2927637286944,1743.2927637286944,7864.178298855939,6120.885536385514,6120.885536385514,6045.544199195704,0.0,0.0,0.0,0.0,0.0,1721.834756198268,1721.834756198268,1721.834756198268,7767.3789541511915,6045.544199195704,6045.544199195704,6589.09959983802,0.0,0.0,0.0,0.0,0.0,1876.6450677116184,1876.6450677116184,1876.6450677116184,8465.74466619512,6589.09959983802,6589.09959983802
ESP,3853549.494108228,0.0,0.0,86594.09939278332,86594.09939278332,87532.37550796212,128559.6381980742,41965.53881557565,41965.53881557565,41938.992847319736,0.0,0.0,0.0,0.0,0.0,88518.440569005,88518.440569005,89477.56756635437,131416.56040316078,42898.1198446691,42898.1198446691,36001.757980477654,0.0,0.0,0.0,0.0,0.0,75987.02920159129,75987.02920159129,76810.37415307408,112812.13212452676,36825.10293196045,36825.10293196045,89102.96193755178,0.0,0.0,0.0,0.0,0.0,188064.9654488676,188064.9654488676,190102.71243647937,279205.6743516947,91140.70892516356,91140.70892516356,156881.52123491612,0.0,0.0,0.0,0.0,0.0,331121.6286085781,331121.6286085781,334709.4425303247,491590.96372591355,160469.33515666274,160469.33515666274,264580.41151926084,0.0,0.0,0.0,0.0,0.0,558436.0482392303,558436.0482392303,564486.890150999,829067.3016039344,270631.25343102944,270631.25343102944,295653.564902532,0.0,0.0,0.0,0.0,0.0,624020.529274865,624020.529274865,630782.0010391714,926435.5658675885,302415.03666683834,302415.03666683834,305810.44962181704,0.0,0.0,0.0,0.0,0.0,645458.1350767823,645458.1350767823,652451.8904912635,958262.3400364196,312804.20503629826,312804.20503629826,207056.21773773493,0.0,0.0,0.0,0.0,0.0,437022.73850460345,437022.73850460345,441758.02647692774,648814.2441627575,211791.50571005922,211791.50571005922,238181.36529695938,0.0,0.0,0.0,0.0,0.0,502716.96093032864,502716.96093032864,508164.06783996546,746345.4330772172,243628.47220659617,243628.47220659617
EST,67433.45749871008,0.0,0.0,438.6979838910035,438.6979838910035,606.4601191097314,793.5148997956816,354.8169161685511,354.8169161685511,73.44365406612603,32.54993407090685,32.54993407090685,32.54993407090685,0.0,0.0,95.90769309312078,95.90769309312078,132.5836751309182,173.4773950849319,77.56970204949879,77.56970204949879,51.83424410364503,22.9727299062468,22.9727299062468,22.9727299062468,0.0,0.0,67.68866334905273,67.68866334905273,93.57342943076804,122.43494359908475,54.74628029074616,54.74628029074616,50.891867539001666,22.555072377640027,22.555072377640027,22.555072377640027,0.0,0.0,66.45804426440604,66.45804426440604,91.87221031406709,120.20900544687592,53.75096122244382,53.75096122244382,109.9664296883957,48.73668231631736,48.73668231631736,48.73668231631736,0.0,0.0,143.6016048385215,143.6016048385215,198.51617644168587,259.7459237520677,116.14431899992137,116.14431899992137,144.57971343975987,64.07715139306143,64.07715139306143,64.07715139306143,0.0,0.0,188.80197289185958,188.80197289185958,261.0015800678895,341.5041420334717,152.70216925517488,152.70216925517488,281.4109071634243,124.7201898036868,124.7201898036868,124.7201898036868,0.0,0.0,367.485404429715,367.485404429715,508.01519570444316,664.7059129062955,297.2205086976198,297.2205086976198,969.9910869935052,429.8961745909121,429.8961745909121,429.8961745909121,0.0,0.0,1266.6799964864929,1266.6799964864929,1751.070052179618,2291.1649640379987,1024.484968313403,1024.484968313403,2437.6163353624333,1080.3418214291744,1080.3418214291744,1080.3418214291744,0.0,0.0,3183.204353642663,3183.204353642663,4400.490912537185,5757.7654251028225,2574.5610733748294,2574.5610733748294,4038.3026999233693,1789.7596233776865,1789.7596233776865,1789.7596233776865,0.0,0.0,5273.488919991054,5273.488919991054,7290.119480777512,9538.66255505751,4265.173638238415,4265.173638238415
ETH,2669925.4506808766,6575.095542952268,6575.095542952268,6575.095542952268,6575.095542952268,0.0,245095.895363758,245095.895363758,245095.895363758,90757.49350466148,0.0,0.0,0.0,2434.7171956771094,2434.7171956771094,2434.7171956771094,2434.7171956771094,0.0,90757.49350466148,90757.49350466148,90757.49350466148,76843.91177994301,0.0,0.0,0.0,2061.4627637784265,2061.4627637784265,2061.4627637784265,2061.4627637784265,0.0,76843.91177994301,76843.91177994301,76843.91177994301,88944.88821009114,0.0,0.0,0.0,2386.091114135544,2386.091114135544,2386.091114135544,2386.091114135544,0.0,88944.88821009114,88944.88821009114,88944.88821009114,150366.607534567,0.0,0.0,0.0,4033.828512476911,4033.828512476911,4033.828512476911,4033.828512476911,0.0,150366.607534567,150366.607534567,150366.607534567,99208.92210782188,0.0,0.0,0.0,2661.4404970108462,2661.4404970108462,2661.4404970108462,2661.4404970108462,0.0,99208.92210782188,99208.92210782188,99208.92210782188,183568.4184171984,0.0,0.0,0.0,4924.5210245989,4924.5210245989,4924.5210245989,4924.5210245989,0.0,183568.4184171984,183568.4184171984,183568.4184171984,243814.5811701255,0.0,0.0,0.0,6540.722208257409,6540.722208257409,6540.722208257409,6540.722208257409,0.0,243814.5811701255,243814.5811701255,243814.5811701255,323483.80602315057,0.0,0.0,0.0,8677.9785848448,8677.9785848448,8677.9785848448,8677.9785848448,0.0,323483.80602315057,323483.80602315057,323483.80602315057,544297.464954552,0.0,0.0,0.0,14601.663689844423,14601.663689844423,14601.663689844423,14601.663689844423,0.0,544297.464954552,544297.464954552,544297.464954552
FIN,245710.43425236634,0.0,0.0,522.5550086781035,522.5550086781035,528.2170674898218,775.7974657086993,253.24245709265955,253.24245709265955,146.8707717025309,0.0,0.0,0.0,0.0,0.0,309.9924627089667,309.9924627089667,313.35133503034706,460.22210669606017,150.22964402391128,150.22964402391128,133.99537507040742,0.0,0.0,0.0,0.0,0.0,282.81703587570576,282.81703587570576,285.8814533312669,419.8768283680842,137.0597925259686,137.0597925259686,114.78679391081727,0.0,0.0,0.0,0.0,0.0,242.2744874177555,242.2744874177555,244.8996127606517,359.68640664269407,117.41191925371348,117.41191925371348,180.63249964738543,0.0,0.0,0.0,0.0,0.0,381.2515775731071,381.2515775731071,385.3825663081305,566.0150659102347,184.76348838240887,184.76348838240887,262.5829904872304,0.0,0.0,0.0,0.0,0.0,554.2201960474824,554.2201960474824,560.2253577865329,822.8083482079386,268.5881522262808,268.5881522262808,537.5176767655918,0.0,0.0,0.0,0.0,0.0,1134.510470930526,1134.510470930526,1146.8032724580985,1684.3209490889446,549.8104782931644,549.8104782931644,720.5927836904345,0.0,0.0,0.0,0.0,0.0,1520.9175320392098,1520.9175320392098,1537.3971836953367,2257.989967205132,737.0724353465613,737.0724353465613,2016.898161721799,0.0,0.0,0.0,0.0,0.0,4256.96155155801,4256.96155155801,4303.087157980037,6319.985319196237,2063.0237681438257,2063.0237681438257,10494.661792619028,0.0,0.0,0.0,0.0,0.0,22150.534219162208,22150.534219162208,22390.542687891924,32885.204477880136,10734.670261348743,10734.670261348743
FJI,29175.170593771876,3656.1890688333683,3656.1890688333683,3656.1890688333683,3656.1890688333683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2818.263933991704,2818.263933991704,2818.263933991704,2818.263933991704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2826.164377762249,2826.164377762249,2826.164377762249,2826.164377762249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2091.792633610823,2091.792633610823,2091.792633610823,2091.792633610823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1757.515498667047,1757.515498667047,1757.515498667047,1757.515498667047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1941.7439057201682,1941.7439057201682,1941.7439057201682,1941.7439057201682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2184.8182540032917,2184.8182540032917,2184.8182540032917,2184.8182540032917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793.11180087336,1793.11180087336,1793.11180087336,1793.11180087336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3134.8491650363253,3134.8491650363253,3134.8491650363253,3134.8491650363253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2686.2907726623853,2686.2907726623853,2686.2907726623853,2686.2907726623853,0.0,0.0,0.0,0.0
FRA,3147782.2361532785,0.0,0.0,8052.621609348106,8052.621609348106,8139.874465762174,11955.11158269593,3902.489974304234,3902.489974304234,2845.114260519968,0.0,0.0,0.0,0.0,0.0,6005.033990651983,6005.033990651983,6070.100548347889,8915.21480815464,2910.1808182158748,2910.1808182158748,2610.1109424524343,0.0,0.0,0.0,0.0,0.0,5509.024767931476,5509.024767931476,5568.716899311381,8178.827841109509,2669.803073832339,2669.803073832339,6792.11249653485,0.0,0.0,0.0,0.0,0.0,14335.756906497574,14335.756906497574,14491.089641553392,21283.202136385586,6947.445231590667,6947.445231590667,24810.180012161905,0.0,0.0,0.0,0.0,0.0,52365.55042959795,52365.55042959795,52932.94873468821,77743.12874063067,25377.57831725217,25377.57831725217,71661.30108393372,0.0,0.0,0.0,0.0,0.0,151251.76334560345,151251.76334560345,152890.62693932405,224551.92800529362,73300.16467765433,73300.16467765433,120826.40868887641,0.0,0.0,0.0,0.0,0.0,255021.98671363998,255021.98671363998,257785.23548759508,378611.6441461826,123589.65746283153,123589.65746283153,141138.9160007619,0.0,0.0,0.0,0.0,0.0,297894.5344126371,297894.5344126371,301122.32162263937,442261.23758802033,144366.70321076413,144366.70321076413,110708.34081995636,0.0,0.0,0.0,0.0,0.0,233666.30960931015,233666.30960931015,236198.16245801203,346906.50325021584,113240.19366865823,113240.19366865823,137075.4425191265,0.0,0.0,0.0,0.0,0.0,289317.97328258463,289317.97328258463,292452.8305757089,429528.2730604731,140210.2998122507,140210.2998122507
GAB,37390.466720564225,6977.071548153854,6977.071548153854,6977.071548153854,6977.071548153854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.9204242077578,1800.9204242077578,1800.9204242077578,1800.9204242077578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,723.5722207013315,723.5722207013315,723.5722207013315,723.5722207013315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,662.9058029781789,662.9058029781789,662.9058029781789,662.9058029781789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,682.9145653597652,682.9145653597652,682.9145653597652,682.9145653597652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2053.561497096469,2053.561497096469,2053.561497096469,2053.561497096469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3138.0546264590685,3138.0546264590685,3138.0546264590685,3138.0546264590685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4470.536189416069,4470.536189416069,4470.536189416069,4470.536189416069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5351.6462690337685,5351.6462690337685,5351.6462690337685,5351.6462690337685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7272.884914727598,7272.884914727598,7272.884914727598,7272.884914727598,0.0,0.0,0.0,0.0
