Reporter Countries,Partner Countries,Element,Item,Unit,Y2021
Russian Federation,Somalia,Export Quantity,Wheat,tonnes,35502.24
Russian Federation,South Africa,Import Quantity,Maize (corn),tonnes,423.8
Russian Federation,South Africa,Export Quantity,Wheat,tonnes,100700.0
Russian Federation,Spain,Import Quantity,Maize (corn),tonnes,97.87
Russian Federation,Spain,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,1.0
Russian Federation,Spain,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,0.0
Russian Federation,Spain,Export Quantity,Wheat,tonnes,43157.59
Russian Federation,Sri Lanka,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,19.0
Russian Federation,Sri Lanka,Export Quantity,Wheat,tonnes,61368.0
Russian Federation,Sudan,Export Quantity,Wheat,tonnes,689408.0
Russian Federation,Switzerland,Export Quantity,Wheat,tonnes,84804.2
Russian Federation,Tajikistan,Export Quantity,Maize (corn),tonnes,102.53
Russian Federation,Tajikistan,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,293.0
Russian Federation,Tajikistan,Export Quantity,Wheat,tonnes,404.64
Russian Federation,Thailand,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,5604.0
Russian Federation,Togo,Export Quantity,Wheat,tonnes,79234.0
Russian Federation,Tunisia,Export Quantity,Wheat,tonnes,69783.2
Russian Federation,Türkiye,Import Quantity,Maize (corn),tonnes,1067.97
Russian Federation,Türkiye,Export Quantity,Maize (corn),tonnes,1075733.61
Russian Federation,Türkiye,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,165.0
Russian Federation,Türkiye,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,32295.0
Russian Federation,Türkiye,Export Quantity,Wheat,tonnes,6711072.75
Russian Federation,Turkmenistan,Export Quantity,Maize (corn),tonnes,14.33
Russian Federation,Turkmenistan,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,15.0
Russian Federation,Turkmenistan,Export Quantity,Wheat,tonnes,1116.0
Russian Federation,Uganda,Export Quantity,Wheat,tonnes,77822.0
Russian Federation,Ukraine,Import Quantity,Maize (corn),tonnes,2990.04
Russian Federation,Ukraine,Export Quantity,Maize (corn),tonnes,432.91
Russian Federation,Ukraine,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,6557.0
Russian Federation,Ukraine,Export Quantity,Wheat,tonnes,540.36
Russian Federation,United Arab Emirates,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,450.0
Russian Federation,United Arab Emirates,Export Quantity,Wheat,tonnes,39764.47
Russian Federation,United Kingdom of Great Britain and Northern Ireland,Export Quantity,Maize (corn),tonnes,16642.88
Russian Federation,United Kingdom of Great Britain and Northern Ireland,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,6032.0
Russian Federation,United Kingdom of Great Britain and Northern Ireland,Import Quantity,Wheat,tonnes,0.01
Russian Federation,United Republic of Tanzania,Export Quantity,Wheat,tonnes,377123.0
Russian Federation,United States of America,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,906.0
Russian Federation,United States of America,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,170.0
Russian Federation,Uzbekistan,Export Quantity,Maize (corn),tonnes,34.46
Russian Federation,Uzbekistan,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,17.0
Russian Federation,Uzbekistan,Export Quantity,Wheat,tonnes,5559.49
Russian Federation,Viet Nam,Export Quantity,Maize (corn),tonnes,110540.9
Russian Federation,Viet Nam,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,2103.0
Russian Federation,Viet Nam,Export Quantity,Wheat,tonnes,71756.5
Russian Federation,Yemen,Export Quantity,Wheat,tonnes,578742.8
Russian Federation,Zimbabwe,Export Quantity,Wheat,tonnes,11900.0
Rwanda,Argentina,Import Quantity,Wheat,tonnes,28000.0
Rwanda,Australia,Import Quantity,Wheat,tonnes,42526.12
Rwanda,Belgium,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,1.0
Rwanda,Bulgaria,Import Quantity,Maize (corn),tonnes,2977.91
Rwanda,Canada,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,0.0
Rwanda,Canada,Import Quantity,Wheat,tonnes,6000.0
Rwanda,Central African Republic,Export Quantity,Maize (corn),tonnes,3.98
Rwanda,"China, Hong Kong SAR",Import Quantity,Maize (corn),tonnes,0.01
Rwanda,"China, Hong Kong SAR",Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,0.0
Rwanda,"China, mainland",Import Quantity,Maize (corn),tonnes,0.12
Rwanda,"China, mainland",Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,141.0
Rwanda,Democratic Republic of the Congo,Import Quantity,Maize (corn),tonnes,343.75
Rwanda,Democratic Republic of the Congo,Export Quantity,Maize (corn),tonnes,400.45
Rwanda,Democratic Republic of the Congo,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,1.0
Rwanda,Democratic Republic of the Congo,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,64543.0
Rwanda,Denmark,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,0.0
Rwanda,France,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,0.0
Rwanda,Ghana,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,0.0
Rwanda,Hungary,Import Quantity,Maize (corn),tonnes,0.1
Rwanda,India,Import Quantity,Maize (corn),tonnes,0.46
Rwanda,India,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,33862.0
Rwanda,India,Import Quantity,Wheat,tonnes,55.04
Rwanda,Italy,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,9.0
Rwanda,Japan,Import Quantity,Maize (corn),tonnes,0.0
Rwanda,Japan,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,0.0
Rwanda,Kenya,Import Quantity,Maize (corn),tonnes,536.18
Rwanda,Kenya,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,0.0
Rwanda,Netherlands (Kingdom of the),Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,0.0
Rwanda,Pakistan,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,33091.0
Rwanda,Russian Federation,Import Quantity,Wheat,tonnes,95328.6
Rwanda,Saint Vincent and the Grenadines,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,8.0
Rwanda,South Africa,Import Quantity,Maize (corn),tonnes,0.49
Rwanda,South Sudan,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,166.0
Rwanda,Thailand,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,579.0
Rwanda,Türkiye,Import Quantity,Maize (corn),tonnes,0.13
Rwanda,Türkiye,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,0.0
Rwanda,Türkiye,Import Quantity,Wheat,tonnes,0.44
Rwanda,United Arab Emirates,Import Quantity,Maize (corn),tonnes,4.72
Rwanda,United Arab Emirates,Export Quantity,Maize (corn),tonnes,0.02
Rwanda,United Arab Emirates,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,369.0
Rwanda,United Arab Emirates,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,0.0
Rwanda,United Arab Emirates,Import Quantity,Wheat,tonnes,3.5
Rwanda,United Kingdom of Great Britain and Northern Ireland,Import Quantity,Maize (corn),tonnes,49.46
Rwanda,United Kingdom of Great Britain and Northern Ireland,Export Quantity,Maize (corn),tonnes,1.0
Rwanda,United Republic of Tanzania,Import Quantity,Maize (corn),tonnes,63720.92
Rwanda,United Republic of Tanzania,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,91315.0
Rwanda,United Republic of Tanzania,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,4.0
Rwanda,United States of America,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,39.0
Rwanda,Viet Nam,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,375.0
Rwanda,Zambia,Import Quantity,Maize (corn),tonnes,108.0
Rwanda,Zimbabwe,Import Quantity,Maize (corn),tonnes,0.11
Saint Kitts and Nevis,Barbados,Import Quantity,Maize (corn),tonnes,6.53
Saint Kitts and Nevis,Guyana,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,480.0
Saint Kitts and Nevis,Russian Federation,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,0.0
Saint Kitts and Nevis,Trinidad and Tobago,Import Quantity,Maize (corn),tonnes,0.26
Saint Kitts and Nevis,Türkiye,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,0.0
Saint Kitts and Nevis,Ukraine,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,0.0
Saint Kitts and Nevis,United States of America,Import Quantity,Maize (corn),tonnes,148.15
Saint Kitts and Nevis,United States of America,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,668.0
Saint Lucia,Barbados,Import Quantity,Maize (corn),tonnes,0.33
Saint Lucia,Brazil,Import Quantity,Maize (corn),tonnes,489999.69
Saint Lucia,Brazil,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,6346.0
Saint Lucia,Brazil,Import Quantity,Wheat,tonnes,318482.6
Saint Lucia,Canada,Import Quantity,Maize (corn),tonnes,7.41
Saint Lucia,France,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,0.0
Saint Lucia,France,Import Quantity,Wheat,tonnes,250.0
Saint Lucia,Guyana,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,2587.0
Saint Lucia,Saint Vincent and the Grenadines,Export Quantity,Maize (corn),tonnes,50.52
Saint Lucia,Saint Vincent and the Grenadines,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,0.0
Saint Lucia,Trinidad and Tobago,Import Quantity,Maize (corn),tonnes,0.34
Saint Lucia,United States of America,Import Quantity,Maize (corn),tonnes,6655.14
Saint Lucia,United States of America,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,22.0
Saint Lucia,United States of America,Import Quantity,Wheat,tonnes,6600.0
Saint Vincent and the Grenadines,Antigua and Barbuda,Import Quantity,Maize (corn),tonnes,0.38
Saint Vincent and the Grenadines,Antigua and Barbuda,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,0.0
Saint Vincent and the Grenadines,Argentina,Import Quantity,Maize (corn),tonnes,13.39
Saint Vincent and the Grenadines,Barbados,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,0.0
Saint Vincent and the Grenadines,Belgium,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,2.0
Saint Vincent and the Grenadines,Belize,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,0.0
Saint Vincent and the Grenadines,Canada,Import Quantity,Maize (corn),tonnes,5.31
Saint Vincent and the Grenadines,Canada,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,0.0
Saint Vincent and the Grenadines,"China, mainland",Import Quantity,Maize (corn),tonnes,0.8
Saint Vincent and the Grenadines,"China, mainland",Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,0.0
Saint Vincent and the Grenadines,Costa Rica,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,0.0
Saint Vincent and the Grenadines,Cuba,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,113.0
Saint Vincent and the Grenadines,Dominica,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,8.0
Saint Vincent and the Grenadines,Dominica,Export Quantity,Wheat,tonnes,0.05
Saint Vincent and the Grenadines,France,Import Quantity,Maize (corn),tonnes,1.0
Saint Vincent and the Grenadines,France,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,0.0
Saint Vincent and the Grenadines,Grenada,Import Quantity,Maize (corn),tonnes,81.82
Saint Vincent and the Grenadines,Grenada,Export Quantity,Maize (corn),tonnes,90.91
Saint Vincent and the Grenadines,Grenada,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,0.0
Saint Vincent and the Grenadines,Guyana,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,1948.0
Saint Vincent and the Grenadines,Italy,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,0.0
Saint Vincent and the Grenadines,Jamaica,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,0.0
Saint Vincent and the Grenadines,Myanmar,Import Quantity,Maize (corn),tonnes,0.05
Saint Vincent and the Grenadines,Netherlands (Kingdom of the),Import Quantity,Maize (corn),tonnes,1.37
Saint Vincent and the Grenadines,Pakistan,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,0.0
Saint Vincent and the Grenadines,Saint Lucia,Import Quantity,Maize (corn),tonnes,50.52
Saint Vincent and the Grenadines,Saint Lucia,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,0.0
Saint Vincent and the Grenadines,Saint Lucia,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,112.0
Saint Vincent and the Grenadines,Thailand,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,1.0
Saint Vincent and the Grenadines,Trinidad and Tobago,Import Quantity,Maize (corn),tonnes,0.01
Saint Vincent and the Grenadines,Trinidad and Tobago,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,11.0
Saint Vincent and the Grenadines,United Kingdom of Great Britain and Northern Ireland,Import Quantity,Maize (corn),tonnes,0.0
Saint Vincent and the Grenadines,United Kingdom of Great Britain and Northern Ireland,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,1.0
Saint Vincent and the Grenadines,United States of America,Import Quantity,Maize (corn),tonnes,13823.05
Saint Vincent and the Grenadines,United States of America,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,44.0
Saint Vincent and the Grenadines,United States of America,Import Quantity,Wheat,tonnes,23142.84
Samoa,Antigua and Barbuda,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,23.0
Samoa,Australia,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,134.0
Samoa,"China, Hong Kong SAR",Import Quantity,Maize (corn),tonnes,4.5
Samoa,"China, Hong Kong SAR",Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,25346.0
Samoa,"China, mainland",Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,4043.0
Samoa,"China, mainland",Import Quantity,Wheat,tonnes,0.23
Samoa,"China, Taiwan Province of",Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,1318.0
Samoa,Fiji,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,305.0
Samoa,New Zealand,Import Quantity,Maize (corn),tonnes,0.59
Samoa,New Zealand,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,218.0
Samoa,New Zealand,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,5238.0
Samoa,Singapore,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,2928.0
Samoa,Tokelau,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,10200.0
Samoa,United States of America,Import Quantity,Maize (corn),tonnes,0.01
Samoa,United States of America,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,37.0
Samoa,Viet Nam,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,55.0
Sao Tome and Principe,Brazil,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,490.0
Sao Tome and Principe,"China, mainland",Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,1.0
Sao Tome and Principe,Equatorial Guinea,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,469.0
Sao Tome and Principe,France,Import Quantity,Maize (corn),tonnes,0.05
Sao Tome and Principe,France,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,0.0
Sao Tome and Principe,Gabon,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,0.0
Sao Tome and Principe,India,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,1904.0
Sao Tome and Principe,Indonesia,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,0.0
Sao Tome and Principe,Japan,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,5604.0
Sao Tome and Principe,Netherlands (Kingdom of the),Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,0.0
Sao Tome and Principe,Portugal,Import Quantity,Maize (corn),tonnes,38.78
Sao Tome and Principe,Portugal,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,1174.0
Sao Tome and Principe,Singapore,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,24.0
Sao Tome and Principe,Spain,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,260.0
Sao Tome and Principe,Thailand,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,1250.0
Sao Tome and Principe,Togo,Import Quantity,Maize (corn),tonnes,0.97
Sao Tome and Principe,Togo,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,28.0
Sao Tome and Principe,Türkiye,Import Quantity,Maize (corn),tonnes,5.6
Sao Tome and Principe,United Arab Emirates,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,0.0
Sao Tome and Principe,United States of America,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,0.0
Sao Tome and Principe,Viet Nam,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,254.0
Saudi Arabia,Argentina,Import Quantity,Maize (corn),tonnes,1605011.51
Saudi Arabia,Argentina,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,1054.0
Saudi Arabia,Australia,Import Quantity,Maize (corn),tonnes,94.1
Saudi Arabia,Australia,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,8631.0
Saudi Arabia,Australia,Import Quantity,Wheat,tonnes,292560.0
Saudi Arabia,Bahrain,Import Quantity,Maize (corn),tonnes,8.49
Saudi Arabia,Bahrain,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,6.0
Saudi Arabia,Bahrain,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,597.0
Saudi Arabia,Bangladesh,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,3688.0
Saudi Arabia,Belgium,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,1.0
Saudi Arabia,Benin,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,190.0
Saudi Arabia,Bolivia (Plurinational State of),Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,0.0
Saudi Arabia,Brazil,Import Quantity,Maize (corn),tonnes,537004.0
Saudi Arabia,Brazil,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,5531.0
Saudi Arabia,Brazil,Import Quantity,Wheat,tonnes,69735.4
Saudi Arabia,Bulgaria,Import Quantity,Maize (corn),tonnes,4364.1
Saudi Arabia,Bulgaria,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,390.0
Saudi Arabia,Cambodia,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,5225.0
Saudi Arabia,Cameroon,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,2.0
Saudi Arabia,Canada,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,0.0
Saudi Arabia,Canada,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,28.0
Saudi Arabia,Canada,Import Quantity,Wheat,tonnes,56496.7
Saudi Arabia,"China, mainland",Import Quantity,Maize (corn),tonnes,166.33
Saudi Arabia,"China, mainland",Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,2419.0
Saudi Arabia,"China, Taiwan Province of",Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,0.0
Saudi Arabia,Côte d'Ivoire,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,2.0
Saudi Arabia,Croatia,Import Quantity,Maize (corn),tonnes,7008.61
Saudi Arabia,Djibouti,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,16.0
Saudi Arabia,Egypt,Import Quantity,Maize (corn),tonnes,976.0
Saudi Arabia,Egypt,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,547.0
Saudi Arabia,Egypt,Import Quantity,Wheat,tonnes,0.9
Saudi Arabia,Eritrea,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,7.0
Saudi Arabia,Estonia,Import Quantity,Wheat,tonnes,217.76
Saudi Arabia,France,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,2.0
Saudi Arabia,Gambia,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,7.0
Saudi Arabia,Germany,Import Quantity,Maize (corn),tonnes,1.34
Saudi Arabia,Germany,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,1.0
Saudi Arabia,Germany,Import Quantity,Wheat,tonnes,68082.3
Saudi Arabia,Ghana,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,25.0
Saudi Arabia,Guinea,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,12.0
Saudi Arabia,Hungary,Import Quantity,Maize (corn),tonnes,3851.7
Saudi Arabia,India,Import Quantity,Maize (corn),tonnes,2379.09
Saudi Arabia,India,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,892154.0
Saudi Arabia,India,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,132.0
Saudi Arabia,Indonesia,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,66.0
Saudi Arabia,Indonesia,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,0.0
Saudi Arabia,Iraq,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,56.0
Saudi Arabia,Italy,Import Quantity,Maize (corn),tonnes,5.38
Saudi Arabia,Italy,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,1762.0
Saudi Arabia,Japan,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,1.0
Saudi Arabia,Jordan,Import Quantity,Maize (corn),tonnes,391.6
Saudi Arabia,Jordan,Export Quantity,Maize (corn),tonnes,6.05
Saudi Arabia,Jordan,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,0.0
Saudi Arabia,Kuwait,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,1.0
Saudi Arabia,Kuwait,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,540.0
Saudi Arabia,Latvia,Import Quantity,Wheat,tonnes,123677.0
Saudi Arabia,Lebanon,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,1.0
Saudi Arabia,Libya,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,25.0
Saudi Arabia,Lithuania,Import Quantity,Wheat,tonnes,117049.0
Saudi Arabia,Malaysia,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,1.0
Saudi Arabia,Malaysia,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,4.0
Saudi Arabia,Mauritania,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,13.0
Saudi Arabia,Morocco,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,53.0
Saudi Arabia,Netherlands (Kingdom of the),Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,1.0
Saudi Arabia,Niger,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,13.0
Saudi Arabia,Nigeria,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,48.0
Saudi Arabia,Pakistan,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,112872.0
Saudi Arabia,Philippines,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,66.0
Saudi Arabia,Poland,Import Quantity,Wheat,tonnes,633305.0
Saudi Arabia,Portugal,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,1483.0
Saudi Arabia,Republic of Korea,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,9.0
Saudi Arabia,Republic of Korea,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,1.0
Saudi Arabia,Republic of Moldova,Import Quantity,Maize (corn),tonnes,48.0
Saudi Arabia,Romania,Import Quantity,Maize (corn),tonnes,40095.4
Saudi Arabia,Romania,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,351.0
Saudi Arabia,Russian Federation,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,200.0
Saudi Arabia,Russian Federation,Import Quantity,Wheat,tonnes,426935.0
Saudi Arabia,Senegal,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,7.0
Saudi Arabia,Somalia,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,23.0
Saudi Arabia,South Africa,Import Quantity,Maize (corn),tonnes,2366.16
Saudi Arabia,Spain,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,289.0
Saudi Arabia,Sri Lanka,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,100.0
Saudi Arabia,Sudan,Import Quantity,Maize (corn),tonnes,2328.54
Saudi Arabia,Sudan,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,10.0
Saudi Arabia,Thailand,Import Quantity,Maize (corn),tonnes,3.23
Saudi Arabia,Thailand,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,21568.0
Saudi Arabia,Thailand,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,2.0
Saudi Arabia,Togo,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,24.0
Saudi Arabia,Türkiye,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,35.0
Saudi Arabia,Ukraine,Import Quantity,Maize (corn),tonnes,433.73
Saudi Arabia,Ukraine,Import Quantity,Wheat,tonnes,489160.0
Saudi Arabia,United Arab Emirates,Import Quantity,Maize (corn),tonnes,91.11
Saudi Arabia,United Arab Emirates,Export Quantity,Maize (corn),tonnes,55.04
Saudi Arabia,United Arab Emirates,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,47.0
Saudi Arabia,United Arab Emirates,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,635.0
Saudi Arabia,United Kingdom of Great Britain and Northern Ireland,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,7.0
Saudi Arabia,United Kingdom of Great Britain and Northern Ireland,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,23.0
Saudi Arabia,United States of America,Import Quantity,Maize (corn),tonnes,718049.47
Saudi Arabia,United States of America,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,90394.0
Saudi Arabia,Uzbekistan,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,51.0
Saudi Arabia,Viet Nam,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,23555.0
Saudi Arabia,Yemen,Import Quantity,Maize (corn),tonnes,10451.59
Saudi Arabia,Yemen,Export Quantity,Maize (corn),tonnes,0.65
Saudi Arabia,Yemen,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,973.0
Saudi Arabia,Yemen,Import Quantity,Wheat,tonnes,2.45
Saudi Arabia,Yemen,Export Quantity,Wheat,tonnes,6.34
Senegal,Antigua and Barbuda,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,4372.0
Senegal,Argentina,Import Quantity,Maize (corn),tonnes,348423.0
Senegal,Argentina,Import Quantity,Wheat,tonnes,95237.0
Senegal,Belgium,Export Quantity,Maize (corn),tonnes,0.09
Senegal,Brazil,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,83460.0
Senegal,Bulgaria,Import Quantity,Wheat,tonnes,12268.0
Senegal,Cambodia,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,245.0
Senegal,Canada,Export Quantity,Maize (corn),tonnes,0.75
Senegal,Canada,Import Quantity,"Rice, paddy (rice milled equivalent)",tonnes,2.0
Senegal,Canada,Export Quantity,"Rice, paddy (rice milled equivalent)",tonnes,1.0
Senegal,Canada,Import Quantity,Wheat,tonnes,18191.0
